名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
芳草西一街1号,高新芳草,芳草西一街1号,11183,板楼,42户,1栋,商品房,1997年 ,0.5元/平米/月,私人承办物业,无开发商
芳草东街89号,高新芳草,芳草东街89号,11148,板楼,84户,1栋,商品房,1996-2000年 ,0.5元/平米/月,私人承办物业,无开发商
瑞祥园,高新芳草,玉林西路17号,0,塔板结合,30户,1栋,商品房,1994-2000年 ,0.9元/平米/月,暂无信息, 蓝光地产
蓓蕾东巷2号,高新芳草,蓓蕾东巷2号,0,塔板结合,18户,1栋,商品房,1999年 ,0.5元/平米/月,业主自筹物业,无开发商
蓝天路2号,高新芳草,蓝天路2号,11547,板楼,44户,1栋,商品房,1996-2000年 ,1元/平米/月,小区物业,成都复地置业
蓓蕾西巷2号,高新芳草,蓓蕾西巷2号,12262,板楼,72户,3栋,商品房/拆迁安置房,1998年 ,0.5元/平米/月,私人承办物业,无开发商
蓓蕾东巷3号,高新芳草,蓓蕾东巷3号,11121,板楼,270户,7栋,商品房,1998-2000年 ,3至20元/平米/月,成都银葵物业, 合肥万科瑞翔地产有限公司
蓝天路36号,高新芳草,蓝天路36号,0,板楼,25户,1栋,商品房,1999年 ,暂无信息,暂无信息,蓝润置地
玉林西路13号,高新芳草,玉林西路13号,12907,板楼,36户,1栋,商品房,1994-2005年 ,暂无信息,业主自筹物业,无开发商
沙子堰西巷3号,高新芳草,沙子堰西巷3号,11720,板楼,84户,2栋,商品房,1996-2000年 ,0.5元/平米/月,私人承办物业,无开发商
檀香山公园里,高新高朋,二环路南四段19号,31685,塔板结合,190户,1栋,商品房,2003-2016年 ,1.6至4.8元/平米/月,成都金房物业有限公司,成都星瑞置地有限公司
新雅中街69号,高新高朋,新雅中街69号,11817,板楼,540户,9栋,商品房,2002-2009年 ,0.5元/平米/月,私人承办物业,无开发商
新雅中街12号,高新高朋,新雅中街12号,9916,板楼,291户,5栋,商品房,2000年 ,暂无信息,私人承办物业,无开发商
新雅中街41号,高新高朋,新雅中街41号,11340,板楼,491户,10栋,商品房/拆迁安置房,2004年 ,0.1至0.8元/平米/月,小区物管处,政府安置房
新雅街4号,高新高朋,新雅街4号,10163,板楼,912户,16栋,商品房/拆迁安置房,2000-2006年 ,0.5元/平米/月,私人承办物业,无开发商
新雅中街52号,高新高朋,新雅中街52号,11252,板楼,881户,16栋,商品房/拆迁安置房,2009年 ,0.5元/平米/月,私人承办物业,无开发商
新雅中街32号,高新高朋,新雅中街32号,11234,板楼,809户,16栋,商品房/经济适用房/拆迁安置房,2000-2006年 ,暂无信息,私人承办物业,无开发商
中环丰锦,高新高朋,丽都路700号（置信丽都花园丽府对面）,28456,塔板结合,602户,10栋,商品房,2016-2018年 ,4.5元/平米/月,深圳长城物业管理公司成都分公司,丰隆实业（中国）有限公司
蓝光雍锦丽府,高新高朋,丽都路757号,36316,板楼,346户,5栋,商品房,2019-2020年 ,5.5至5.6元/平米/月,暂无信息, 成都远来房地产开发有限公司
城南小院,高新高朋,科园南一路1号,12805,未知类型,1户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
檀香山,高新高朋,二环路南四段19号,22229,塔板结合,649户,4栋,商品房,2008-2009年 ,1.6至1.9元/平米/月,暂无信息,暂无信息
天府生命科技园,高新高朋,科园南路88号,0,塔楼,93户,4栋,商品房,2010-2015年 ,16元/平米/月,四川硕润物业,成都凯乐房地产开发有限公司
火炬大厦,高新高朋,创业路16号,0,塔楼,129户,1栋,商品房,2009年 ,1元/平米/月,暂无信息,暂无信息
庆安社区,高新高朋,新雅街12号,0,板楼,14户,5栋,商品房,2000年 ,0.5元/平米/月,暂无信息, 嘉兴世茂新世纪置业有限公司
海特国际广场,高新高朋,科园南路1号,0,塔板结合/平房,337户,4栋,商品房,1974-2012年 ,11至15元/平米/月,暂无信息,上海富盛经济开发区开发有限公司
高新大厦,高新高朋,创业路18号,0,板楼,1户,1栋,商品房,暂无信息 ,1.5元/平米/月,成都万科物业有限公司,暂无信息
新雅正街2号,高新高朋,新雅正街2号,12404,板楼,241户,7栋,商品房/拆迁安置房,2000-2005年 ,0.5元/平米/月,私人承办物业,无开发商
新雅中街9号,高新高朋,新雅中街9号,11109,平房,259户,6栋,商品房,2000年 ,暂无信息,成都万科物业有限公司,"""温州育英房地产开发有限公司"
凯乐国际,高新高朋,南二环九兴大道14号,0,板楼/塔板结合,327户,5栋,商品房,2015年 ,16元/平米/月,四川硕润物业,成都凯乐房地产开发有限公司
航利中心,高新高朋,高朋大道10号,0,板楼/塔板结合,406户,4栋,商品房,2000年 ,0.5至2元/平米/月,成都航利科技集团有限责任公司,成都航利（集团）实业有限公司
庆安小区,高新高朋,新雅横街2号,0,板楼,479户,10栋,商品房,2004年 ,0.5元/平米/月,私人承办物业,无开发商
神二库家属院,高新高朋,创业路38号附1号,0,板楼,42户,1栋,商品房,2000年 ,暂无信息,暂无信息,无开发商
东华虹湾一号,高新高朋,九兴大道9号,0,塔楼/塔板结合,246户,2栋,商品房/使用权,2001-2016年 ,3.5元/平米/月,成都虹湾豪生酒店管理有限公司,四川虹湾置业有限公司
火炬时代,高新高朋,科园三路4号,0,塔板结合,152户,1栋,商品房,2012年 ,2.3元/平米/月,四川亿新物业管理公司 , 合肥万科瑞翔地产有限公司
通威大厦,高新高朋,二环路南四段11号,0,板楼,5户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
大城际,高新广都,天府大道南段1163号,17574,板楼/塔板结合,847户,7栋,商品房,2008-2018年 ,1.8至50元/平米/月,长城物业管理公司成都分公司,无开发商
时代天城,高新广都,天府大道南段1399号,17994,塔楼,1280户,3栋,商品房,2009-2012年 ,1.6至2元/平米/月,私人承办物业,无开发商
怡馨家园,高新广都,梓州大道7100号,16227,塔板结合,7700户,33栋,商品房/使用权/私产/拆迁安置房,2000-2019年 ,0.8至2元/平米/月,成都市高新区中和慧民物业有限公司, 陕西亿润经贸有限公司 
中德英伦世邦J区,高新广都,"会龙大道与红星路南延线交汇处中德英伦世邦J区,雅和南一路290号",26532,塔板结合,388户,2栋,商品房,2015-2018年 ,2.6元/平米/月,成都衡信英伦物业管理有限公司,成都中德红谷投资有限公司 
宸光和悦,高新广都,雅和街宸光和悦,30500,板楼/塔板结合,970户,28栋,商品房/私产,2019-2020年 ,3.5至5.8元/平米/月,成都万科物业服务有限公司,成都万锦南府置业有限公司
宸光和悦二期,高新广都,雅和北三路351号,29350,塔板结合,288户,8栋,商品房/使用权,2020年 ,3.5至3.6元/平米/月,成都万科物业服务有限公司,暂无信息
天目中心,高新广都,新裕路466号,0,塔楼,1922户,6栋,商品房/使用权,2020年 ,4元/平米/月,成都中海物业管理有限公司,成都拓尔思信息技术有限公司
宸光和悦三期,高新广都,雅和南四段,28771,塔板结合,287户,7栋,商品房,2019年 ,5.8元/平米/月,成都万科物业服务有限公司,暂无信息
万科·新川荟,高新广都,新川路万科·新川荟,0,塔楼,2401户,5栋,商品房,2022-2023年 ,4.43至8元/平米/月,成都万科物业有限公司,成都万川置业有限公司
中德英伦世邦K区,高新广都,新程大道119号,30378,塔楼/板楼/塔板结合,2595户,10栋,商品房/使用权/私产,2013-2018年 ,2.6元/平米/月,成都衡信英伦物业管理有限公司,成都中德红谷投资有限公司 
保利和光逸境,高新广都,高新区和乐一街,0,未知类型,1243户,20栋,商品房,2020-2023年 ,4至4.5元/平米/月,暂无信息,暂无信息
鸿阁一号,高新广都,龙灯山路381号,16417,塔楼/塔板结合,1262户,5栋,商品房,2008-2018年 ,1.2元/平米/月,四川嘉晋物业有限公司,四川晋元实业有限公司
龙湖九里晴川,高新广都,雅和南四路216号,30558,板楼/塔板结合,2229户,22栋,商品房/使用权,2015-2018年 ,1至5.6元/平米/月,成都龙湖物业服务有限公司,成都龙湖地产有限公司
中德英伦世邦L区,高新广都,"会龙大道与红星路南延线交汇处中德英伦世邦L区,新程大道78号",0,塔楼/板楼/塔板结合,1336户,6栋,商品房/使用权/私产,2015-2020年 ,2.5至3.6元/平米/月,成都衡信英伦物业管理有限公司,成都中德红谷投资有限公司 
新川雅居,高新广都,锦龙街80号,20983,塔板结合,514户,3栋,商品房,2017年 ,2.18至2.21元/平米/月,北京中水电物业服务有限公司成都分公司, 重庆桥达茂宸房地产开发有限公司
棕榈南岸,高新广都,天府大道南段1169号,16990,板楼/塔板结合,864户,4栋,商品房,2008-2015年 ,1.3元/平米/月,泰和物业,成都金辉居业置业有限公司
名著司南,高新广都,"天府大道南段1355号, 雅和南一路99号, 雅和南二路70号",20282,塔楼/塔板结合,5350户,14栋,商品房/私产/拆迁安置房,2014-2023年 ,2.2至2.4元/平米/月, 四川名著物业有限公司,四川名著房地产开发有限公司
金地天府城公寓,高新广都,东寺南一路金地天府城公寓,0,塔楼/塔板结合,1837户,3栋,商品房,2015-2019年 ,3.6元/平米/月,暂无信息,暂无信息
锦龙云府,高新广都,天府大道南段锦龙街99号,20867,塔楼/板楼/塔板结合,2177户,13栋,商品房/私产,2013-2019年 ,1.98至2.01元/平米/月,北京中水电物业管理有限公司成都分公司,成都亚宝置业有限公司
城南晶座,高新广都,天府大道南段1167号,17465,塔楼,1920户,7栋,商品房,2007-2012年 ,1.3至1.5元/平米/月,利通物管,无开发商
城南名著,高新广都,天府大道南段1299号,16719,塔楼/板楼/塔板结合/平房,2286户,17栋,商品房,2007-2018年 ,0.9至1.2元/平米/月,成都诚悦时代物业服务有限公司,四川园丁房地产开发有限公司
金地天府城,高新广都,"天府大道南段极地海洋世界北侧, 东寺南一路18号, 海洋路109号",19948,塔楼/塔板结合,4792户,14栋,商品房/拆迁安置房,2015-2020年 ,2.18至2.5元/平米/月,成都金地物业管理有限公司,成都中奥华实业有限公司
南新逸苑,高新广都,梓州大道7000号,0,塔楼,1884户,17栋,商品房/拆迁安置房,2010-2018年 ,0.8元/平米/月,成都市高新区中和慧民物业有限公司,南新开发
龙湖昱湖1号,高新广都,"高新·新川之心,和乐一街133号",0,塔板结合,556户,4栋,商品房/平价房,2021-2022年 ,暂无信息,暂无信息,暂无信息
新悦府璞园,高新广都,和乐三街新悦府璞园,0,板楼,320户,8栋,商品房,2019-2021年 ,2至2.6元/平米/月,暂无信息,暂无信息
博雅城市广场,高新广都,新川路博雅城市广场,0,塔楼,1259户,6栋,商品房/使用权,2019年 ,6至12元/平米/月,港联物业（中国）有限公司,成都方正远诚信息科技有限公司
华宜上锦,双流华府,剑南大道南段866号,19838,塔楼/板楼,434户,1栋,商品房/私产,2004-2014年 ,1.8至5元/平米/月,成都百惠物业管理有限公司,华建房地产开发有限公司
三都汇朝九,双流华府,华府大道2段265号,0,塔板结合,681户,3栋,商品房/使用权/私产,2018-2019年 ,2.5元/平米/月,自持物业,成都花雨实业有限公司
亿城国际,双流华府,双流华剑路139号,0,板楼,2035户,3栋,商品房/限价商品房/私产,2015-2019年 ,2至2.5元/平米/月,成都鸿缘物业服务有限公司,成都明昌建设有限公司
华府悦璟,双流华府,警校路一段华庭悦璟,18164,塔楼,3342户,9栋,商品房/使用权,2021-2023年 ,3.3至3.8元/平米/月,暂无信息,成都国利置业有限公司
北辰鹿鸣院,双流华府,协和街道警校路二段,18163,塔楼/塔板结合,1372户,23栋,商品房,2020-2022年 ,3.3元/平米/月,成都金地物业管理有限公司,暂无信息
卓越珑樾府,高新华府,天府五街卓越珑樾府,40926,板楼,372户,9栋,商品房,2019-2021年 ,3.8元/平米/月,卓越置业集团有限公司,成都卓越越欣置业有限公司
金地悦澜道,双流华府,万顺路二段419号,21672,板楼,976户,15栋,商品房,2020年 ,3.59至3.6元/平米/月,深圳市金地物业管理有限公司,成都金丰阳置业有限公司
中铁建西派国樾2号地（三期、四期）,双流华府,万顺路二段中铁建西派国樾2号地（三期、四期）,26752,板楼/塔板结合,1407户,13栋,商品房,2000-2022年 ,3至3.6元/平米/月,暂无信息,暂无信息
中海右岸二期,双流华府,"顺兴路中海右岸二期,顺兴路一段328号",19037,塔楼/板楼/塔板结合,1091户,13栋,商品房,2016-2018年 ,2.1元/平米/月,暂无信息,暂无信息
洲际华府广场,双流华府,华府大道三段1333号,0,塔板结合,1715户,9栋,商品房,2019-2022年 ,3.2元/平米/月,成都鹏兴物业管理服务有限公司,成都洲际润和置业有限公司
三都汇潮里,双流华府,双流华府大道二段265号,11159,塔楼,2264户,4栋,商品房/限价商品房/使用权,2020-2021年 ,3至3.6元/平米/月,花雨物业,成都花雨实业有限公司
光明蓉府,双流华府,牧华路三段光明蓉府,20054,塔楼/板楼,616户,11栋,商品房,2021年 ,3.5元/平米/月,上海农工商旺都物业管理有限公司,四川光明牧桦置业有限公司
奥园天骄,双流华府,锦江路四段奥园天骄,21621,塔板结合,178户,3栋,商品房,2020年 ,2.98元/平米/月,暂无信息,四川中盛九鼎置业有限公司
中铁建西派国樾1号地（一期）,双流华府,万顺路二段中铁建西派国樾1号地（一期）,27264,塔楼/板楼/塔板结合,1262户,16栋,商品房,2019-2021年 ,3至3.6元/平米/月,暂无信息,暂无信息
家益庭园,双流华府,警校路一段246号,12731,板楼/塔板结合,602户,5栋,商品房,2003-2015年 ,1元/平米/月,暂无信息,无开发商
诚园,双流华府,万顺路二段城投绿城诚园,23833,塔楼/板楼/塔板结合,2251户,37栋,商品房/经济适用房,2019-2022年 ,3.4至3.6元/平米/月,成都绿城物业管理有限公司,成都城投绿城恒泰房地产开发有限公司
万锦城,双流华府,"华府大道三段919号, 华府大道三段869号",20851,塔楼/板楼/塔板结合,4028户,37栋,商品房/经济适用房/私产,2012-2020年 ,2至8元/平米/月,暂无信息,成都信腾投资有限公司
棠湖泊林城,双流华府,华府大道三段300号,17796,板楼/塔板结合,3487户,85栋,商品房/拆迁安置房,2009-2021年 ,0.01至3.8元/平米/月,暂无信息,成都棠湖泊林城房地产开发有限公司
中铁建西派国樾3号地（二期、五期）,双流华府,万顺路二段中铁建西派国樾3号地（二期、五期）,24904,板楼,997户,10栋,商品房,2020-2023年 ,3.6元/平米/月,暂无信息,暂无信息
九龙仓时代上城,双流华府,"剑南大道与牧华路交汇处,剑和路一段399号",18377,塔楼/塔板结合,2607户,18栋,商品房/使用权/私产,2015-2021年 ,2.15元/平米/月,成都天府时代物业管理有限公司,龙嘉房地产开发（成都）有限公司
华银美景,双流华府,锦江路四段188号,15153,板楼/塔板结合,1960户,19栋,商品房/私产,2001-2012年 ,0.8至1.3元/平米/月,成都市佳兆业物业管理有限公司双流现代城物业服务中心,四川华银达实业有限公司
中海云麓世家,双流华府,和顺路二段55号,24172,板楼/塔板结合,2370户,27栋,商品房,2019-2022年 ,3.15至5元/平米/月,暂无信息,中海地产集团有限公司
格林城,双流华府,长顺大道一段（长顺家园旁）,19401,塔板结合/平房,2185户,11栋,商品房/使用权,2016-2019年 ,2.1元/平米/月,成都双流百信物业管理有限责任公司,成都睿科房地产开发有限责任公司
德商华府天骄,双流华府,公兴镇藕塘村5组,24026,塔楼/板楼/塔板结合,2444户,19栋,商品房/使用权/私产,2000-2019年 ,2.6至60元/平米/月,成都德商物业服务有限公司,成都德商泰置业有限公司
嘉美地,双流华府,剑南大道南段元华路1188号,18200,塔楼/塔板结合,668户,4栋,商品房/私产/拆迁安置房,2000-2012年 ,1.8元/平米/月,成都市佳兆业物业管理有限公司双流现代城物业服务中心,四川华银达实业有限公司
保利叶语,双流华府,华府大道三段（南湖西侧）,20141,板楼/塔板结合,3788户,33栋,商品房/限价商品房,2012-2018年 ,2至3.5元/平米/月,保利物业服务股份有限公司成都分公司,成都保利华阳投资有限公司
三都汇朝外,双流华府,华府大道2段265号(华阳剑南大道欧尚旁,19083,塔楼/塔板结合,1374户,4栋,商品房,2005-2020年 ,2.18至4.5元/平米/月,暂无信息,成都花雨实业有限公司
中海右岸,双流华府,华阳街道万顺路一段59号,20010,塔楼/塔板结合,7164户,40栋,商品房/已购公房/经济适用房/使用权/私产,2000-2020年 ,2.1元/平米/月,暂无信息,暂无信息
美城云庭,双流华府,剑南大道南段338号,18415,塔楼/塔板结合,2070户,6栋,商品房/私产,2013-2016年 ,2.5至2.51元/平米/月,成都仁和春天物业管理有限公司,成都环美置业有限公司
华汇天地,双流华府,"协和街道长顺大道一段, 长顺大道一段139号",18485,塔板结合,1815户,7栋,商品房/经济适用房,2006-2018年 ,2元/平米/月,成都三和佳物业服务有限公司,四川瑞景华府置业有限公司
华宜上锦,双流华府,剑南大道南段866号,19838,塔楼/板楼,434户,1栋,商品房/私产,2004-2014年 ,1.8至5元/平米/月,成都百惠物业管理有限公司,华建房地产开发有限公司
卓越珑樾府,高新华府,天府五街卓越珑樾府,40926,板楼,372户,9栋,商品房,2019-2021年 ,3.8元/平米/月,卓越置业集团有限公司,成都卓越越欣置业有限公司
三都汇朝九,双流华府,华府大道2段265号,0,塔板结合,681户,3栋,商品房/使用权/私产,2018-2019年 ,2.5元/平米/月,自持物业,成都花雨实业有限公司
亿城国际,双流华府,双流华剑路139号,0,板楼,2035户,3栋,商品房/限价商品房/私产,2015-2019年 ,2至2.5元/平米/月,成都鸿缘物业服务有限公司,成都明昌建设有限公司
华府悦璟,双流华府,警校路一段华庭悦璟,18164,塔楼,3342户,9栋,商品房/使用权,2021-2023年 ,3.3至3.8元/平米/月,暂无信息,成都国利置业有限公司
北辰鹿鸣院,双流华府,协和街道警校路二段,18163,塔楼/塔板结合,1372户,23栋,商品房,2020-2022年 ,3.3元/平米/月,成都金地物业管理有限公司,暂无信息
棠湖泊林城,双流华府,华府大道三段300号,17796,板楼/塔板结合,3487户,85栋,商品房/拆迁安置房,2009-2021年 ,0.01至3.8元/平米/月,暂无信息,成都棠湖泊林城房地产开发有限公司
奥园天骄,双流华府,锦江路四段奥园天骄,21621,塔板结合,178户,3栋,商品房,2020年 ,2.98元/平米/月,暂无信息,四川中盛九鼎置业有限公司
家益庭园,双流华府,警校路一段246号,12731,板楼/塔板结合,602户,5栋,商品房,2003-2015年 ,1元/平米/月,暂无信息,无开发商
诚园,双流华府,万顺路二段城投绿城诚园,23833,塔楼/板楼/塔板结合,2251户,37栋,商品房/经济适用房,2019-2022年 ,3.4至3.6元/平米/月,成都绿城物业管理有限公司,成都城投绿城恒泰房地产开发有限公司
中铁建西派国樾1号地（一期）,双流华府,万顺路二段中铁建西派国樾1号地（一期）,27264,塔楼/板楼/塔板结合,1262户,16栋,商品房,2019-2021年 ,3至3.6元/平米/月,暂无信息,暂无信息
金地悦澜道,双流华府,万顺路二段419号,21672,板楼,976户,15栋,商品房,2020年 ,3.59至3.6元/平米/月,深圳市金地物业管理有限公司,成都金丰阳置业有限公司
三都汇潮里,双流华府,双流华府大道二段265号,11159,塔楼,2264户,4栋,商品房/限价商品房/使用权,2020-2021年 ,3至3.6元/平米/月,花雨物业,成都花雨实业有限公司
光明蓉府,双流华府,牧华路三段光明蓉府,20054,塔楼/板楼,616户,11栋,商品房,2021年 ,3.5元/平米/月,上海农工商旺都物业管理有限公司,四川光明牧桦置业有限公司
洲际华府广场,双流华府,华府大道三段1333号,0,塔板结合,1715户,9栋,商品房,2019-2022年 ,3.2元/平米/月,成都鹏兴物业管理服务有限公司,成都洲际润和置业有限公司
中铁建西派国樾2号地（三期、四期）,双流华府,万顺路二段中铁建西派国樾2号地（三期、四期）,26752,板楼/塔板结合,1407户,13栋,商品房,2000-2022年 ,3至3.6元/平米/月,暂无信息,暂无信息
中海右岸二期,双流华府,"顺兴路中海右岸二期,顺兴路一段328号",19037,塔楼/板楼/塔板结合,1091户,13栋,商品房,2016-2018年 ,2.1元/平米/月,暂无信息,暂无信息
格林城,双流华府,长顺大道一段（长顺家园旁）,19401,塔板结合/平房,2185户,11栋,商品房/使用权,2016-2019年 ,2.1元/平米/月,成都双流百信物业管理有限责任公司,成都睿科房地产开发有限责任公司
华银美景,双流华府,锦江路四段188号,15153,板楼/塔板结合,1960户,19栋,商品房/私产,2001-2012年 ,0.8至1.3元/平米/月,成都市佳兆业物业管理有限公司双流现代城物业服务中心,四川华银达实业有限公司
中海云麓世家,双流华府,和顺路二段55号,24172,板楼/塔板结合,2370户,27栋,商品房,2019-2022年 ,3.15至5元/平米/月,暂无信息,中海地产集团有限公司
德商华府天骄,双流华府,公兴镇藕塘村5组,24026,塔楼/板楼/塔板结合,2444户,19栋,商品房/使用权/私产,2000-2019年 ,2.6至60元/平米/月,成都德商物业服务有限公司,成都德商泰置业有限公司
九龙仓时代上城,双流华府,"剑南大道与牧华路交汇处,剑和路一段399号",18377,塔楼/塔板结合,2607户,18栋,商品房/使用权/私产,2015-2021年 ,2.15元/平米/月,成都天府时代物业管理有限公司,龙嘉房地产开发（成都）有限公司
中铁建西派国樾3号地（二期、五期）,双流华府,万顺路二段中铁建西派国樾3号地（二期、五期）,24904,板楼,997户,10栋,商品房,2020-2023年 ,3.6元/平米/月,暂无信息,暂无信息
中铁骑士府邸,双流华府,协和街道剑南大道2266号（南湖公园旁）,20323,板楼/塔板结合,3568户,18栋,商品房/使用权,2012-2020年 ,2至2.1元/平米/月,成都市东景物业管理有限公司,成都弘嘉房地产开发有限公司 
融创南湖逸家,双流华府,剑南大道延线（南湖公园以西）,21211,塔板结合,4105户,27栋,商品房/使用权/私产,2009-2019年 ,2至5元/平米/月,成都国嘉物业管理有限公司,成都国嘉中渝置业有限公司
华汇天地,双流华府,"协和街道长顺大道一段, 长顺大道一段139号",18485,塔板结合,1815户,7栋,商品房/经济适用房,2006-2018年 ,2元/平米/月,成都三和佳物业服务有限公司,四川瑞景华府置业有限公司
保利叶语,双流华府,华府大道三段（南湖西侧）,20141,板楼/塔板结合,3788户,33栋,商品房/限价商品房,2012-2018年 ,2至3.5元/平米/月,保利物业服务股份有限公司成都分公司,成都保利华阳投资有限公司
嘉美地,双流华府,剑南大道南段元华路1188号,18200,塔楼/塔板结合,668户,4栋,商品房/私产/拆迁安置房,2000-2012年 ,1.8元/平米/月,成都市佳兆业物业管理有限公司双流现代城物业服务中心,四川华银达实业有限公司
三都汇朝外,双流华府,华府大道2段265号(华阳剑南大道欧尚旁,19083,塔楼/塔板结合,1374户,4栋,商品房,2005-2020年 ,2.18至4.5元/平米/月,暂无信息,成都花雨实业有限公司
万锦城,双流华府,"华府大道三段919号, 华府大道三段869号",20851,塔楼/板楼/塔板结合,4028户,37栋,商品房/经济适用房/私产,2012-2020年 ,2至8元/平米/月,暂无信息,成都信腾投资有限公司
蓝润ISC,天府新区华阳,"天府大道与华府大道交汇处, 华府大道一段1号",22988,塔楼,4801户,7栋,商品房/使用权,2013-2018年 ,2.6至7元/平米/月,成都明宇豪雅物业服务有限公司,成都启阳恒隆置业有限公司
和顺苑,天府新区华阳,和平路一街33号,10109,板楼/平房,61户,2栋,商品房,2000-2005年 ,0.5至3元/平米/月,暂无信息,无
华阳教师苑,天府新区华阳,和平路158号,10090,板楼,200户,12栋,商品房/已购公房/经济适用房/集资房/拆迁安置房,2000-2008年 ,0.3至1.58元/平米/月,暂无信息,成都杉友投资有限公司
广益小区,天府新区华阳,华阳大道一段203号,12082,板楼,154户,5栋,商品房,1997-2005年 ,0.8元/平米/月,私人承办物业,无开发商
华阳桃李园,天府新区华阳,和平路91号,11290,板楼,27户,1栋,商品房,2000-2003年 ,0.5元/平米/月,四川瑞德物业发展有限公司,庆隆屋业/众诚物业
蜀郡又一城,天府新区华阳,华府大道一段518号,21507,塔楼,1879户,6栋,商品房,2000-2014年 ,1.9至1.91元/平米/月,成都中铁瑞城物业管理有限公司,四川星慧投资置业有限公司
地源吾舍,天府新区华阳,协和下街80号,14747,塔楼,521户,3栋,商品房,2009-2010年 ,1.2至4元/平米/月,四川泽鑫物业服务有限公司 ,无开发商
滨江河畔,天府新区华阳,华阳街道滨河路二段201号,14015,塔楼/板楼,436户,9栋,商品房,2008年 ,0.75元/平米/月,北京同景物业管理有限公司成都分公司,成都同乐实业有限公司
三利云锦,天府新区华阳,华府大道一段7号,26196,塔板结合,896户,3栋,商品房,2000-2013年 ,2.3元/平米/月,成都平安物业有限责任公司,四川三利房地产有限责任公司
绿水康城,天府新区华阳,滨河路二段359号,23150,板楼,303户,9栋,商品房,2003年 ,0.8至2元/平米/月,私人承办物业,四川省三佳房地产集团有限公司
翠拥天地,天府新区华阳,华府大道一段1009号,17011,板楼,643户,101栋,商品房,2005-2008年 ,1元/平米/月,暂无信息,成都市华兴房屋开发公司
凯莱丽景雅筑,天府新区华阳,剑南大道南段1399号,16841,板楼/塔板结合,361户,8栋,商品房,2000-2007年 ,1.2至1.5元/平米/月,四川凯莱物业管理有限公司,中粮集团·鹏利国际（四川）置业有限公司
欧香小镇,天府新区华阳,剑南大道南段669号,22190,塔板结合,640户,57栋,商品房,2012-2015年 ,2.5至4.5元/平米/月,成都市建信物业管理有限公司,成都星瑞置地有限公司
原乡,天府新区华阳,华阳街道滨河路二段189号,25018,平房,243户,51栋,商品房/已购公房,2007-2008年 ,2元/平米/月,成都爱地阳光物业管理有限公司,成都新昕实业开发有限公司
福泽花苑,天府新区华阳,和平路31号,12063,板楼,320户,10栋,商品房,2000-2004年 ,0.7至0.8元/平米/月,私人承办物业,无开发商
和平路199号,天府新区华阳,和平路199号,11334,平房,152户,7栋,商品房,1999-2012年 ,0.5元/平米/月,成都瑞德物业管理有限公司, 大理耀鹏房地产开发有限责任公司
阳光花园(天府新区),天府新区华阳,锦江路四段22号,11630,板楼,305户,14栋,商品房/经济适用房,2003年 ,0.6至1.2元/平米/月,私人承办物业,无开发商
利通出水芙蓉,天府新区华阳,利通路99号,15192,板楼,1136户,36栋,商品房,2003-2014年 ,0.6至1.5元/平米/月,四川通用物业管理有限责任公司,四川佳年华置地有限责任公司
保利锦江里,天府新区华阳,"天府大道与天府五街交汇处（锦江旁）, 伏龙北巷268号",26695,塔楼/板楼/塔板结合,2996户,29栋,商品房/使用权/私产,2001-2019年 ,0.1至5元/平米/月,保利物业成都分公司,保利（成都）房地产开发有限公司
美城悦荣府,天府新区华阳,剑南大道南段333号,26255,板楼/塔板结合,3201户,17栋,商品房/私产,2010-2017年 ,2.8至5元/平米/月,成都嘉诚新悦物业管理有限公司,成都环美置业有限公司
海伦印象,天府新区华阳,华府大道一段(欧尚超市对面）,21551,板楼/塔板结合,1254户,8栋,商品房/使用权/私产,2018年 ,2.5至5元/平米/月,广州海伦堡物业管理有限公司成都分公司,四川联兴房地产开发有限公司
向阳名居,天府新区华阳,滨河路2段9号,11955,板楼,451户,14栋,商品房,2002-2004年 ,0.8元/平米/月,私人承办物业,无开发商
阳光华苑,天府新区华阳,华府大道一段1175号,20191,板楼,1915户,43栋,商品房,2005-2008年 ,0.8至1.95元/平米/月,成都华安居物业有限责任公司,成都华明实业开发有限责任公司
瑞雪港湾,天府新区华阳,滨河路二段125号,12729,塔楼/板楼,276户,10栋,商品房,2005-2015年 ,0.9元/平米/月,成都同森物业管理有限公司,无
左岸花都,天府新区华阳,华府大道一段6号,18471,板楼,1108户,29栋,商品房,2003-2013年 ,0.8至3元/平米/月,成都银都物业管理公司,成都心怡房地产开发有限公司
滨江天樾,天府新区华阳,益州大道南段33号,27822,塔楼/板楼,610户,9栋,商品房,2019-2021年 ,3.9元/平米/月,四川滨江鼎信物业服务有限公司成都分公司,成都天府新区永弘置业有限公司
滨江公寓(天府新区),天府新区华阳,滨河路二段29号,10368,板楼,85户,3栋,商品房,1995年 ,2元/平米/月,成都东骏物业,中粮集团成都分公司
永泰雅居,天府新区华阳,华阳大道一段159号,12250,板楼,377户,11栋,商品房,2003-2012年 ,1元/平米/月,私人承办物业,无开发商
蜀郡,天府新区华阳,华府大道一段518号,24443,板楼/塔板结合,2311户,89栋,商品房,2007-2011年 ,1.2至3元/平米/月,成都龙湖物业服务有限公司,四川星慧投资置业有限公司
