名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
晴园虹锦公寓,鼓楼区西江滨,福屿路281号,21598,塔楼,269户,2栋,商品房/动迁安置房,暂无信息,1.2元/平米/月,情愿物业,福州市鼓楼区房地产开发经营公司
福屿三区,鼓楼区西江滨,福屿后路40号,20156,板楼,448户,12栋,商品房/动迁安置房,暂无信息,0.6至1.2元/平米/月,洪山物业管理公司,福州市仓山区房地产物业管理开发公司
茶园山海员新村,鼓楼区西江滨,杨桥中路272号,32293,板楼,200户,3栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
凤湖新城四区,鼓楼区西江滨,双下路20号,25117,板楼,731户,5栋,商品房/动迁安置房,暂无信息,0.85元/平米/月,暂无信息,新乡市凤湖置业有限公司
高院公寓,鼓楼区西江滨,乌山西路320号,30566,塔楼,108户,1栋,商品房/动迁安置房,暂无信息,1元/平米/月,暂无信息,暂无信息
万隆花园2期,鼓楼区西江滨,西洪路488号,33997,板楼,258户,4栋,商品房,暂无信息,0.5至0.9元/平米/月,福州兴佳物业管理有限公司,暂无信息
冠坤臻品,鼓楼区西江滨,斗池路357号,35849,塔板结合,135户,4栋,商品房,暂无信息,2.8元/平米/月,暂无信息,福建永隆声房地产有限公司
线务局宿舍,鼓楼区西江滨,西洪路522-2号,16842,板楼,38户,2栋,商品房,暂无信息,0.4元/平米/月,暂无信息,无
武夷春晓,鼓楼区西江滨,后县路20号,21431,板楼,241户,4栋,商品房,暂无信息,0.55元/平米/月,深圳银典物业,福州武夷绿洲房地产有限公司
山海观花园新城,鼓楼区西江滨,西二环北路80号,18040,板楼,376户,5栋,商品房,暂无信息,0.3至0.6元/平米/月,社区内聘, 西安保亿名卓置业有限公司
省电视台宿舍,鼓楼区西江滨,大凤38号,17094,板楼/塔板结合,134户,3栋,商品房,暂无信息,0.5元/平米/月,暂无信息,福建省东门福州房地产开发公司
金牛山庄,鼓楼区西江滨,文林路60号,19136,未知类型,42户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
光华楼,鼓楼区西江滨,西二环北路190号,22180,板楼,58户,1栋,商品房,暂无信息,0.6元/平米/月,暂无信息,福州东方汇房地产开发有限公司
金牛山花园,鼓楼区西江滨,杨桥西路222号,19009,板楼,125户,4栋,商品房,暂无信息,0.7元/平米/月,金牛物业,暂无信息
将军山新村,鼓楼区西江滨,西洪路90号,15117,板楼,151户,4栋,商品房,暂无信息,0.5至1元/平米/月,暂无信息,暂无信息
西凤小区,鼓楼区西江滨,文林路43号,26398,板楼,165户,6栋,商品房,暂无信息,0.8元/平米/月,西风物业,无开发商
福屿新村,鼓楼区西江滨,福屿路118号,19388,板楼,252户,5栋,商品房,暂无信息,0.6元/平米/月,暂无信息,暂无信息
罗马生态园,鼓楼区西江滨,梅峰路63号,25567,板楼/塔板结合,913户,20栋,商品房,暂无信息,0.6至1.2元/平米/月,福州亿力物业管理有限公司,福州市洪山房地产开发公司
中钢宿舍,鼓楼区西江滨,文林路45号,25422,板楼,128户,2栋,商品房,暂无信息,0.5元/平米/月,暂无信息,福州大德实业有限公司
江山好美家,鼓楼区西江滨,杨桥西路196号,23105,板楼,370户,2栋,商品房/动迁安置房,暂无信息,1.1元/平米/月,泉州市好美家物业鼓舞有限公司,顺发有限公司
凤湖新城五区,鼓楼区西江滨,凤湖路222号,26038,塔楼/板楼,458户,2栋,商品房/动迁安置房,暂无信息,1元/平米/月,暂无信息,佳龙地产
福仕新村,鼓楼区西江滨,西二环中路234号,17451,板楼,180户,6栋,商品房/动迁安置房,暂无信息,0.3至0.5元/平米/月,福州物业,福州建工（集团）总公司
融汇江山,鼓楼区西江滨,杨桥西路223号,27815,板楼,336户,3栋,商品房,暂无信息,1.1元/平米/月,暂无信息,顺发有限公司
煤矿疗养院宿舍,鼓楼区西江滨,后县路18号,21995,板楼,189户,8栋,商品房,暂无信息,0.3元/平米/月,小区自建,福建省省直房地产开发公司
左海帝景,鼓楼区西江滨,梅峰路56号,31590,板楼,392户,5栋,商品房,暂无信息,1.83元/平米/月,暂无信息,华兴（福建）房地产发展有限公司
警官公寓（西洪路）,鼓楼区西江滨,西洪路363号,25637,板楼,421户,8栋,商品房/经济适用房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
金牛山高校住宅小区,鼓楼区西江滨,江滨西大道12号,20283,板楼,538户,8栋,商品房/集资房,暂无信息,0.4元/平米/月,师居物业,福州市鼓楼区房地产开发公司
西河坡下新村,鼓楼区西江滨,杨桥西路185号,16849,平房,546户,12栋,商品房,暂无信息,0.3元/平米/月,暂无信息,当地拆迁办
凤凰小区,鼓楼区西江滨,西洪路491号,19207,板楼,154户,4栋,商品房,暂无信息,0.45元/平米/月,福州小区物业,上海中星集团协利置业有限公司
西洪花园,鼓楼区西江滨,捷报里7号,15019,板楼,218户,4栋,商品房,暂无信息,50元/平米/月,暂无信息,福州大德实业有限公司
晨光别墅,鼓楼区西江滨,杨桥西路262号,38352,板楼,274户,68栋,商品房,暂无信息,1.1元/平米/月,福州太阳物业管理有限公司,西安晨光置业有限公司
新园新村B区,鼓楼区西江滨,福屿路165号,19646,板楼/塔板结合,419户,9栋,商品房/已购公房,暂无信息,0.5至1元/平米/月,暂无信息,当地拆迁办
隆凤新村,鼓楼区西江滨,杨桥西路6号,20454,板楼/塔板结合,324户,4栋,商品房,暂无信息,0.5元/平米/月,暂无信息,福建三木置业集团有限公司
金达花园,鼓楼区西江滨,西二环北路310号,24602,塔楼/板楼,346户,10栋,商品房,暂无信息,0.6元/平米/月,融侨物业,沈阳金达利置业有限公司
玫瑰山庄,鼓楼区西江滨,梅峰路111号,23158,板楼,140户,8栋,商品房,暂无信息,0.65元/平米/月,暂无信息,恒大地产
梅海园,鼓楼区西江滨,西二环北路68号,26001,板楼,956户,14栋,商品房,暂无信息,0.7至1元/平米/月,福州东安物业管理有限公司,福州实力房地产开发有限公司
望龙芳庭,鼓楼区西江滨,上浦路100号,24528,板楼,288户,10栋,商品房/私产,暂无信息,0.6元/平米/月,暂无信息,金龙地产
高院公寓,鼓楼区西江滨,乌山西路320号,30566,塔楼,108户,1栋,商品房/动迁安置房,暂无信息,1元/平米/月,暂无信息,暂无信息
凤湖新城四区,鼓楼区西江滨,双下路20号,25117,板楼,731户,5栋,商品房/动迁安置房,暂无信息,0.85元/平米/月,暂无信息,新乡市凤湖置业有限公司
后县小区,鼓楼区西江滨,后县路20号,30798,板楼,366户,6栋,商品房,暂无信息,0.5元/平米/月,暂无信息,福建省建筑工程房地产综合开发公司
中钢宿舍,鼓楼区西江滨,文林路45号,25422,板楼,128户,2栋,商品房,暂无信息,0.5元/平米/月,暂无信息,福州大德实业有限公司
江山好美家,鼓楼区西江滨,杨桥西路196号,23105,板楼,370户,2栋,商品房/动迁安置房,暂无信息,1.1元/平米/月,泉州市好美家物业鼓舞有限公司,顺发有限公司
凤湖新城五区,鼓楼区西江滨,凤湖路222号,26038,塔楼/板楼,458户,2栋,商品房/动迁安置房,暂无信息,1元/平米/月,暂无信息,佳龙地产
福仕新村,鼓楼区西江滨,西二环中路234号,17451,板楼,180户,6栋,商品房/动迁安置房,暂无信息,0.3至0.5元/平米/月,福州物业,福州建工（集团）总公司
融汇江山,鼓楼区西江滨,杨桥西路223号,27815,板楼,336户,3栋,商品房,暂无信息,1.1元/平米/月,暂无信息,顺发有限公司
煤矿疗养院宿舍,鼓楼区西江滨,后县路18号,21995,板楼,189户,8栋,商品房,暂无信息,0.3元/平米/月,小区自建,福建省省直房地产开发公司
左海帝景,鼓楼区西江滨,梅峰路56号,31590,板楼,392户,5栋,商品房,暂无信息,1.83元/平米/月,暂无信息,华兴（福建）房地产发展有限公司
金牛山花园,鼓楼区西江滨,杨桥西路222号,19009,板楼,125户,4栋,商品房,暂无信息,0.7元/平米/月,金牛物业,暂无信息
西凤小区,鼓楼区西江滨,文林路43号,26398,板楼,165户,6栋,商品房,暂无信息,0.8元/平米/月,西风物业,无开发商
福屿新村,鼓楼区西江滨,福屿路118号,19388,板楼,252户,5栋,商品房,暂无信息,0.6元/平米/月,暂无信息,暂无信息
罗马生态园,鼓楼区西江滨,梅峰路63号,25567,板楼/塔板结合,913户,20栋,商品房,暂无信息,0.6至1.2元/平米/月,福州亿力物业管理有限公司,福州市洪山房地产开发公司
晨光别墅,鼓楼区西江滨,杨桥西路262号,38352,板楼,274户,68栋,商品房,暂无信息,1.1元/平米/月,福州太阳物业管理有限公司,西安晨光置业有限公司
行政学院单位宿舍,鼓楼区西江滨,西二环北路76-1号,16651,板楼/塔板结合,78户,2栋,商品房,暂无信息,0.5元/平米/月,暂无信息,无
实达文华公寓,鼓楼区西江滨,洪山园路78号,21773,板楼/塔板结合,287户,7栋,商品房,暂无信息,0.5至1.2元/平米/月,福建实达物业,福建实达房地产开发有限公司
闽江学院学生公寓楼,鼓楼区西江滨,工业路333号,24778,平房,63户,2栋,商品房,暂无信息,1元/平米/月,暂无信息,上海中建孚泰置业有限公司
省中心检验所单位宿舍,鼓楼区西江滨,"西河路省中心检验所单位宿舍,西河路51号",15678,板楼,99户,6栋,商品房/已购公房,暂无信息,0.49至0.5元/平米/月,暂无信息,暂无信息
西禅南村,鼓楼区西江滨,工业路523号,27611,板楼,196户,7栋,商品房/集资房,暂无信息,0.4元/平米/月,暂无信息,暂无信息
福尚名居,鼓楼区西江滨,福三路41号,24089,塔楼/塔板结合/平房,846户,5栋,商品房/动迁安置房,暂无信息,0.85至1.2元/平米/月,品晟（福建）物业服务有限公司,福州市鼓楼区房地产开发公司
西洪花园,鼓楼区西江滨,捷报里7号,15019,板楼,218户,4栋,商品房,暂无信息,50元/平米/月,暂无信息,福州大德实业有限公司
晨光江景,鼓楼区西江滨,杨桥西路309号,20146,塔楼/板楼/塔板结合/平房,192户,6栋,商品房,暂无信息,1至1.2元/平米/月,暂无信息,暂无信息
洪桥花园,鼓楼区西江滨,杨桥西路225号,16785,塔板结合,156户,3栋,商品房,暂无信息,0.6至1.1元/平米/月,无物业管理服务,相城拆迁办
杨桥中路232号宿舍楼,鼓楼区西江滨,杨桥中路232号,29906,板楼,40户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
凤凰小区,鼓楼区西江滨,西洪路491号,19207,板楼,154户,4栋,商品房,暂无信息,0.45元/平米/月,福州小区物业,上海中星集团协利置业有限公司
冠坤臻品,鼓楼区西江滨,斗池路357号,35849,塔板结合,135户,4栋,商品房,暂无信息,2.8元/平米/月,暂无信息,福建永隆声房地产有限公司
光华楼,鼓楼区西江滨,西二环北路190号,22180,板楼,58户,1栋,商品房,暂无信息,0.6元/平米/月,暂无信息,福州东方汇房地产开发有限公司
凤凰电信宿舍,鼓楼区西江滨,工业路576号,25624,未知类型,12户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
晨光花园,鼓楼区西江滨,杨桥西路晨光花园,17212,板楼,132户,7栋,商品房/动迁安置房,暂无信息,0.6至1.2元/平米/月,无物业管理服务,福建省城乡建设股份有限公司
美景良城,鼓楼区西江滨,乌山西路126号,29920,板楼/塔板结合,525户,10栋,商品房,暂无信息,0.6至1.5元/平米/月,福建省美景物业管理有限公司,福建华源房地产有限公司
怡园西村,鼓楼区西江滨,凤湖路8号,27144,板楼/平房,193户,11栋,商品房/已购公房/集资房,暂无信息,0.01至0.8元/平米/月,暂无信息,福州福澳房地产开发有限公司
马坑小区,鼓楼区西江滨,梅峰路76号,16973,板楼,436户,10栋,商品房,暂无信息,0.5至1元/平米/月,业主自筹物业,福州市洪山房地产开发公司
黎明苑,鼓楼区西江滨,西二环中路388号,25420,板楼,297户,9栋,商品房,暂无信息,0.8元/平米/月,暂无信息,福建正亮房地产开发有限公司
中利花园,鼓楼区西江滨,福屿路38号,21562,板楼,403户,7栋,商品房,暂无信息,0.5元/平米/月,福州中利物业管理有限公司,福州中利房地产开发有限公司
永富楼,鼓楼区西江滨,杨桥中路236号,25150,未知类型,42户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
世纪佳源,鼓楼区西江滨,杨桥西路157号,22092,板楼,427户,7栋,商品房,暂无信息,0.6元/平米/月,福州市蓝水湾物业管理有限公司,福州闽江世纪城置业有限公司
航道局宿舍,鼓楼区西江滨,杨桥中路283-1号,35528,板楼,242户,3栋,商品房/已购公房,暂无信息,0.7至2元/平米/月,暂无信息,暂无信息
福州华侨新村,鼓楼区西江滨,西二环北路236号,26643,板楼/平房,134户,23栋,商品房/集资房,暂无信息,1.2元/平米/月,暂无信息,无开发公司
市传染病医院职工宿舍,鼓楼区西江滨,西洪路312号,20721,板楼,72户,5栋,商品房,暂无信息,2.3元/平米/月,暂无信息,恒大地产
福建省文联单位宿舍,鼓楼区西江滨,凤里巷福建省文联单位宿舍,27813,未知类型,72户,3栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
418大院,鼓楼区西江滨,福建省福州市鼓楼区洪山镇418大院福州市公路局,24945,板楼,63户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
融侨锦江悦府花园南区B区,鼓楼区西江滨,凤湖路121号,27043,平房,875户,3栋,商品房/动迁安置房,暂无信息,1.3至1.5元/平米/月,暂无信息,暂无信息
闽江公寓,鼓楼区西江滨,西洪路394号,25025,未知类型,42户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
凤山苑,鼓楼区西江滨,工业路456,18304,板楼/塔板结合,60户,2栋,商品房,暂无信息,0.6至0.85元/平米/月,福州花开富贵物业管理有限公司,馨龙置业
融汇江山颐景阁,鼓楼区西江滨,杨桥西路289号,33095,塔板结合,434户,4栋,商品房,暂无信息,1.75元/平米/月,暂无信息,暂无信息
融侨锦江花园A区,鼓楼区西江滨,鼓楼江滨西大道66号,30689,板楼/塔板结合,633户,14栋,商品房,暂无信息,1.5至2元/平米/月,暂无信息,暂无信息
融侨锦江小区D区,鼓楼区西江滨,江滨大道66号,37449,塔楼/板楼/塔板结合,697户,9栋,商品房/使用权,暂无信息,1.85至2.1元/平米/月,暂无信息,暂无信息
融侨锦江C区,鼓楼区西江滨,洪山镇西江滨大道66号,33661,板楼,539户,8栋,商品房/使用权,暂无信息,1.7至1.75元/平米/月,暂无信息,暂无信息
融侨锦江小区G区,鼓楼区西江滨,江滨西大道84号,38779,板楼,421户,3栋,商品房,暂无信息,1.7元/平米/月,福州融侨物业管理有限公司,暂无信息
融侨锦江B区,鼓楼区西江滨,洪山镇西江滨大道66号,34089,塔楼/板楼/塔板结合,732户,10栋,商品房,暂无信息,1.7至2.2元/平米/月,暂无信息,暂无信息
蓝建集团宿舍,鼓楼区西江滨,"杨桥路275号,杨桥中路275-2号",31528,板楼,103户,2栋,商品房/已购公房,暂无信息,0.6元/平米/月,业主自管,暂无信息
大王里61-2号,鼓楼区西江滨,杨桥大王里61-2号1座,24145,未知类型,24户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
金牛御景,鼓楼区西江滨,杨桥西路262号,24375,板楼,260户,12栋,商品房,暂无信息,1元/平米/月,暂无信息,暂无信息
地矿宿舍(西江滨),鼓楼区西江滨,杨桥西路145号,18358,板楼,112户,6栋,商品房/已购公房/经济适用房,暂无信息,0.5元/平米/月,无物业管理服务,福州市城乡建设发展有限公司
洪腾新村,鼓楼区西江滨,西洪路392号,30269,板楼,48户,1栋,商品房,暂无信息,0.75元/平米/月,福建顺心家政有限公司,无
洪腾新村,鼓楼区西江滨,西洪路392号,30269,板楼,48户,1栋,商品房,暂无信息,0.75元/平米/月,福建顺心家政有限公司,无
香开观海,鼓楼区西江滨,江滨西大道香开观海,34790,塔楼/板楼,426户,4栋,商品房,暂无信息,3.8至5元/平米/月,暂无信息,暂无信息
轻工局宿舍,鼓楼区西江滨,"西二环中路252号, 西二环中路252-6号",19067,板楼,96户,4栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
福三新村,鼓楼区西江滨,乌山西路166号,21067,板楼/平房,172户,3栋,商品房,暂无信息,暂无信息,天骊物业,金州城建局，开发区城建局
庭芳院南院,鼓楼区西江滨,乌山西路庭芳苑,29090,未知类型,116户,5栋,商品房,暂无信息,暂无信息,福州驰翔物业管理有限公司,福建三木集团股份有限公司
福建省文联单位宿舍,鼓楼区西江滨,凤里巷福建省文联单位宿舍,27813,未知类型,72户,3栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
福屿小区二区9-12座,鼓楼区西江滨,福屿路182号,19342,板楼/塔板结合/平房,140户,4栋,商品房,暂无信息,1.2元/平米/月,洪山物业管理公司,福州市仓山房地产经营公司
西禅南村,鼓楼区西江滨,工业路523号,27611,板楼,196户,7栋,商品房/集资房,暂无信息,0.4元/平米/月,暂无信息,暂无信息
凤凰电信宿舍,鼓楼区西江滨,工业路576号,25624,未知类型,12户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
省中心检验所单位宿舍,鼓楼区西江滨,"西河路省中心检验所单位宿舍,西河路51号",15678,板楼,99户,6栋,商品房/已购公房,暂无信息,0.49至0.5元/平米/月,暂无信息,暂无信息
电业局西洪路单位宿舍,鼓楼区西江滨,西洪路498号,15914,板楼,278户,8栋,商品房/已购公房,暂无信息,0.3至0.5元/平米/月,单位自筹物业,单位管理
实达一区公寓,鼓楼区西江滨,福屿路176号,22099,板楼,154户,4栋,商品房,暂无信息,0.8元/平米/月,福建实达物业有限公司福州分公司,暂无信息
科技报宿舍,鼓楼区西江滨,大王里59号,24023,板楼,24户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
乳品厂宿舍,鼓楼区西江滨,西洪路296号,27007,板楼,36户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
大王里61-1号,鼓楼区西江滨,鼓楼区大王里61-1号,24880,未知类型,48户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
华润乌山府,鼓楼区西江滨,祥宇支巷61号,33334,板楼/平房,503户,5栋,商品房/动迁安置房/限价商品房/廉租房,暂无信息,1.4至2元/平米/月,暂无信息,暂无信息
山头角新村,鼓楼区西江滨,弯里路85号,17509,未知类型,92户,4栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
建新机关宿舍,鼓楼区西江滨,杨桥中路234号,26168,板楼,21户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
福利院宿舍,鼓楼区西江滨,杨桥西路28号,18447,板楼,79户,2栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
晨光花园,鼓楼区西江滨,杨桥西路晨光花园,17212,板楼,132户,7栋,商品房/动迁安置房,暂无信息,0.6至1.2元/平米/月,无物业管理服务,福建省城乡建设股份有限公司
美景良城,鼓楼区西江滨,乌山西路126号,29920,板楼/塔板结合,525户,10栋,商品房,暂无信息,0.6至1.5元/平米/月,福建省美景物业管理有限公司,福建华源房地产有限公司
永富楼,鼓楼区西江滨,杨桥中路236号,25150,未知类型,42户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
航道局宿舍,鼓楼区西江滨,杨桥中路283-1号,35528,板楼,242户,3栋,商品房/已购公房,暂无信息,0.7至2元/平米/月,暂无信息,暂无信息
澜郡花园三区,鼓楼区西江滨,祥屿路121号,35091,未知类型,256户,3栋,商品房/动迁安置房,暂无信息,暂无信息,暂无信息,暂无信息
微波局宿舍,鼓楼区西江滨,杨桥中路253号,24583,板楼,42户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
融侨锦江花园A区,鼓楼区西江滨,鼓楼江滨西大道66号,30689,板楼/塔板结合,633户,14栋,商品房,暂无信息,1.5至2元/平米/月,暂无信息,暂无信息
大王里61-2号,鼓楼区西江滨,杨桥大王里61-2号1座,24145,未知类型,24户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
融信澜郡B区,鼓楼区西江滨,福二路176号,45495,板楼/塔板结合,736户,6栋,商品房,暂无信息,2.8元/平米/月,融信（福建）物业管理有限公司,融信（福建）投资集团有限公司
省普通教育教学研究室宿舍,鼓楼区西江滨,大王里63号,25218,板楼,44户,2栋,商品房,暂无信息,1元/平米/月,暂无信息,暂无信息
明望公寓,鼓楼区西江滨,福屿后路50号,23202,塔楼,207户,1栋,商品房/动迁安置房,暂无信息,1元/平米/月,福州锦兴物业管理有限公司,暂无信息
福屿花园,鼓楼区西江滨,福屿路8号,17995,板楼/塔板结合,147户,4栋,商品房/动迁安置房,暂无信息,0.8元/平米/月,暂无信息,无开发商
融信澜郡B区,鼓楼区西江滨,福二路176号,45495,板楼/塔板结合,736户,6栋,商品房,暂无信息,2.8元/平米/月,融信（福建）物业管理有限公司,融信（福建）投资集团有限公司
福大怡园,鼓楼区西江滨,工业路523号,26947,板楼/平房,1124户,28栋,商品房/已购公房/集资房,暂无信息,0.2至0.8元/平米/月,福州市福澳房地产开发有限公司,福州福澳房地产开发有限公司
星城国际,鼓楼区西江滨,杨桥中路231号,23050,塔楼,424户,1栋,商品房,暂无信息,1.5元/平米/月,福州广园物业管理有限公司,芜湖星城置业有限公司
蓝天电信宿舍,鼓楼区西江滨,杨桥中路263号,28606,未知类型,66户,1栋,商品房/已购公房,暂无信息,暂无信息,暂无信息,暂无信息
西洪路541号,鼓楼区西江滨,西洪路541号,19176,板楼,190户,5栋,商品房,暂无信息,0.5元/平米/月,小区自建,暂无信息
凤湖新城三区,鼓楼区西江滨,凤湖路82号,22911,板楼/塔板结合,692户,6栋,商品房/动迁安置房,暂无信息,0.85元/平米/月,福州花开富贵物业管理有限公司,佳龙地产
杨桥中路238号,鼓楼区西江滨,杨桥中路238号（杨桥西新村）,23976,板楼,45户,3栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
兴桥公寓,鼓楼区西江滨,西洪路409号,34350,塔楼/板楼,306户,3栋,商品房/动迁安置房,暂无信息,0.8元/平米/月,厦门联发（集团）物业服务有限公司,福州海翔地产有限公司
长春花园,鼓楼区西江滨,杨桥西路118号,17746,板楼,908户,21栋,商品房/私产,暂无信息,0.4至0.8元/平米/月,业主自筹物业,福建华港房地产开发有限公司
和辉花园,鼓楼区西江滨,杨桥西路112号,19376,板楼,251户,5栋,商品房,暂无信息,0.8元/平米/月,福州三木物业服务有限公司,南京和辉盛棠置业有限公司
碧水源,鼓楼区西江滨,杨桥西路159号,23848,板楼/塔板结合,194户,5栋,商品房,暂无信息,0.6至1.2元/平米/月,福州佳隆物业管理有限公司,深圳碧水园开发商
凤湖新城二区,鼓楼区西江滨,双下路36号,25368,塔楼/塔板结合,796户,6栋,商品房/动迁安置房,暂无信息,0.85至1.2元/平米/月,暂无信息,福州市鼓楼区建设投资有限责任公司
石湖桥小区,鼓楼区西江滨,乌山西路570号,18035,板楼,152户,3栋,商品房/动迁安置房,暂无信息,1元/平米/月,福州鼓楼房地产开发有限公司,鼓楼区房产开发公司
融侨锦江悦府北区,鼓楼区西江滨,凤湖路137号,47057,板楼,640户,5栋,商品房,暂无信息,3元/平米/月,暂无信息, 重庆汇东房地产开发有限公司
万隆花园一区,鼓楼区西江滨,杨桥中路286号,29795,板楼,252户,4栋,商品房,暂无信息,0.45元/平米/月,福建省鸿宇物业邮箱责任公司,福州万隆房地产开发有限公司
西洪新村,鼓楼区西江滨,西洪路366号,25037,板楼/塔板结合/平房,872户,18栋,商品房/动迁安置房,暂无信息,0.5至0.9元/平米/月,暂无信息,市政建设
捷报花园,鼓楼区西江滨,捷报里9号,21810,板楼,414户,8栋,商品房,暂无信息,0.9元/平米/月,福州海晟物业管理服务有限公司,上海捷时置业发展公司
西凤新村,鼓楼区西江滨,"文林路25号, 文林路47号",25815,板楼,378户,14栋,商品房/动迁安置房,暂无信息,0.8元/平米/月,业主自筹物业,依兰县凤春投资担保有限公司
茶山苑,鼓楼区西江滨,杨桥中路267号,50125,塔楼,200户,2栋,商品房/动迁安置房,暂无信息,0.8元/平米/月,暂无信息,暂无信息
荣侨新村,鼓楼区西江滨,西二环北路234号,28270,板楼/平房,77户,3栋,商品房,暂无信息,0.5至1.1元/平米/月,暂无信息,福州市华侨住宅发展公司
蓝天花园,鼓楼区西江滨,杨桥中路275号,0,板楼,168户,4栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
福建省第二工程建设宿舍,鼓楼区西江滨,捷报里11号,14728,板楼/平房,132户,6栋,商品房/已购公房,暂无信息,0.4元/平米/月,暂无信息,中国建筑第二工程局
行政学院宿舍,鼓楼区西江滨,陆庄巷8号,25907,板楼,24户,1栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
西洪路397号,鼓楼区西江滨,西洪路397号,26401,板楼,54户,2栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
祭酒岭商住楼,鼓楼区西江滨,杨桥西路82号,19610,板楼,66户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
福建省地质测试研究中心,鼓楼区西江滨,洪甘路31号,17131,板楼,60户,2栋,商品房,暂无信息,0.5元/平米/月,业主自管,暂无信息
润和郡,鼓楼区西江滨,斗池路116号,0,塔楼,494户,2栋,商品房/经济适用房/动迁安置房,暂无信息,1.35元/平米/月,福州新都物业管理有限公司,暂无信息
西二环统计局单位宿舍,鼓楼区西江滨,西二环中路76号,22378,板楼,28户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
西洪路555号,鼓楼区西江滨,西洪路555号,0,未知类型,24户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
西二环统计局单位宿舍,鼓楼区西江滨,西二环中路76号,22378,板楼,28户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
永福楼,鼓楼区西江滨,梅峰路9-1号,18232,未知类型,42户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
颐和工社B区,鼓楼区西江滨,永泰县塘前乡大樟村大樟68号,0,未知类型,2户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
祭酒岭三座,鼓楼区西江滨,西洪路553号,22614,未知类型,100户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
省电网中心宿舍(大王里63-1号),鼓楼区西江滨,大王里63-1号,22231,板楼,30户,2栋,商品房/已购公房,暂无信息,暂无信息,暂无信息,暂无信息
水利局宿舍,鼓楼区西江滨,福建省福州市鼓楼区洪山镇西河路95号水利局宿舍,15860,平房,12户,2栋,商品房,暂无信息,0.66元/平米/月,暂无信息,暂无信息
杨桥西路76号,鼓楼区西江滨,杨桥西路76号,15259,未知类型,16户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
陈家大院,鼓楼区西江滨,福建省福州市鼓楼区乌山西路弯里路1-1,0,未知类型,43户,2栋,商品房/经济适用房/动迁安置房,暂无信息,暂无信息,暂无信息,暂无信息
高安里新村,鼓楼区西江滨,杨桥西路236号,15584,板楼,383户,11栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
坊下巷10号,鼓楼区西江滨,坊下路10号,0,未知类型,12户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
杰谷公馆,鼓楼区西江滨,福建省福州市鼓楼区洪山镇杰谷公馆(建设中,59161,未知类型,13户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
润和郡,鼓楼区西江滨,斗池路116号,0,塔楼,494户,2栋,商品房/经济适用房/动迁安置房,暂无信息,1.35元/平米/月,福州新都物业管理有限公司,暂无信息
市残联住宅楼,鼓楼区西江滨,西二环中路268号,20967,未知类型,28户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
交通局宿舍,鼓楼区西江滨,西洪路559号,19362,板楼,181户,1栋,商品房,暂无信息,0.5元/平米/月,无物业管理服务,城投开发
福建省地质测试研究中心,鼓楼区西江滨,洪甘路31号,17131,板楼,60户,2栋,商品房,暂无信息,0.5元/平米/月,业主自管,暂无信息
