名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
梅峰礼居,鼓楼区大儒世家,梅峰路222号,28861,板楼/平房,510户,8栋,商品房,暂无信息,1.8至2.1元/平米/月,昆明华信物业管理有限公司,福州泛亚房地产有限公司
依山苑,鼓楼区大儒世家,梁厝路95号,21863,板楼,159户,2栋,商品房,暂无信息,0.7元/平米/月,福建仁信物业管理有限公司,无开发公司
大儒世家朗园,鼓楼区大儒世家,梅竹路7号,24087,塔楼/板楼,2080户,14栋,商品房,暂无信息,1.2至1.5元/平米/月,福建仁文物业管理有限公司,金帝集团（厦门）房地产开发有限公司
梁厝新村,鼓楼区大儒世家,梁厝路65号,17944,板楼,446户,8栋,商品房/动迁安置房,暂无信息,0.3元/平米/月,福建仁信物业管理有限公司,福建金帝房地产开发有限公司
司法厅宿舍(大儒世家),鼓楼区大儒世家,梅峰路128号,23702,板楼,113户,3栋,商品房,暂无信息,0.5元/平米/月,暂无信息,沈阳资特置业顾问有限公司法库分公司
保福公寓,鼓楼区大儒世家,洪山镇梅峰路180号,19003,板楼/平房,481户,9栋,商品房,暂无信息,0.3至0.6元/平米/月,保福物业,运盛（福建）地产有限公司
大儒世家藏珑,鼓楼区大儒世家,梅兰路12号,24911,塔楼/板楼/塔板结合,1048户,13栋,商品房,暂无信息,1.2至1.5元/平米/月,福建金帝物业有限公司,金帝集团（厦门）房地产开发有限公司
归壹墅绿园,鼓楼区大儒世家,梅亭路50号,32082,塔楼/平房,480户,23栋,商品房,暂无信息,1.5至2.5元/平米/月,福建仁文物业管理有限公司,福建仁文建设有限公司
大儒世家公馆,鼓楼区大儒世家,梅峰西路1号,23514,板楼,228户,1栋,商品房,暂无信息,1.5元/平米/月,福建金帝物业有限公司,金帝集团（厦门）房地产开发有限公司
翰邻雅筑,鼓楼区大儒世家,国光路16号,20720,板楼,87户,2栋,商品房,暂无信息,0.5元/平米/月,福州东聚物业管理有限公司,福州东成房地产有限公司
百督府,鼓楼区大儒世家,保福路百督府,132487,板楼,11户,10栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
金帝天澜,鼓楼区大儒世家,国光路60号,26277,板楼/塔板结合,1105户,8栋,商品房,暂无信息,1.5至2.5元/平米/月,福建金帝物业有限公司,福建仁文建设有限公司
鼓楼庭院,鼓楼区大儒世家,原厝路136号,19411,板楼,808户,27栋,商品房/私产,暂无信息,0.8元/平米/月,北京冠城酒店物业管理有限公司福州分公司,福建华事达房地产有限公司
大儒世家花园,鼓楼区大儒世家,原厝路62号,20045,板楼/平房,835户,16栋,商品房,暂无信息,0.4至0.7元/平米/月,益安物业,福建仁文建设有限公司
美之国花园,鼓楼区大儒世家,梅峰路166号,41941,板楼/平房,689户,74栋,商品房,暂无信息,1.5至2元/平米/月,暂无信息,三盛集团有限公司
大儒世家观岚,鼓楼区大儒世家,梅兰路9号,23424,板楼/平房,637户,17栋,商品房,暂无信息,1至1.5元/平米/月,福建金帝物业有限公司,金帝集团（厦门）房地产开发有限公司
大儒世家卧琥,鼓楼区大儒世家,梅亭路136号,23318,板楼/平房,1178户,15栋,商品房,暂无信息,1.2元/平米/月,金帝仁文物业,金帝集团（厦门）房地产开发有限公司
瑞达花园,鼓楼区大儒世家,梅峰路303号,0,板楼,160户,4栋,商品房,暂无信息,0.8至1.2元/平米/月,金帝仁文物业,部队开发
金海园,鼓楼区大儒世家,梅峰路138号,21063,板楼,38户,3栋,商品房,暂无信息,1.5元/平米/月,福建永安物业管理有限公司,暂无信息
中科睿谷,闽侯县大儒世家,洪甘路中科睿谷,0,塔板结合,660户,1栋,商品房/使用权,暂无信息,2.5元/平米/月,陕西艾邦,中科建工集团有限公司
金帝江语城,鼓楼区大儒世家,国光路86号,0,塔板结合,494户,4栋,商品房,暂无信息,2.5元/平米/月,福建金帝物业有限公司,福建仁文建设有限公司
防汛物资单位宿舍,鼓楼区大儒世家,洪甘路101号,19076,板楼,40户,1栋,商品房,暂无信息,0.3元/平米/月,无物业管理服务,福建京都置业有限公司
肃威花园,鼓楼区东街口,肃威路250号,25400,板楼,293户,4栋,商品房,暂无信息,0.5元/平米/月,单位自管物业,华丰房地产
双抛桥一里小区,鼓楼区东街口,达明路17号,24618,板楼,581户,9栋,商品房/动迁安置房,暂无信息,0.4至1元/平米/月,小区自建,当地拆迁办
东大商场,鼓楼区东街口,东大路160-5号,21047,板楼,170户,2栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
联湖花园,鼓楼区东街口,元帅路,27173,板楼,224户,3栋,商品房,暂无信息,0.5元/平米/月,福州金辉物业有限公司,北京福州房地产开发有限公司
置福大厦,鼓楼区东街口,五一北路34号,34384,塔楼,350户,1栋,商品房,暂无信息,1.5元/平米/月,暂无信息,福建置福房地产有限公司
互爱巷15号,鼓楼区东街口,互爱巷15号,26459,板楼,119户,2栋,商品房,暂无信息,0.5元/平米/月,社区内聘,暂无信息
航空大厦,鼓楼区东街口,东街123号,18963,塔板结合,106户,1栋,商品房,暂无信息,1.5元/平米/月,暂无信息,暂无信息
金禧名门,鼓楼区东街口,东大路1号,39106,塔楼,652户,1栋,商品房,暂无信息,1.8元/平米/月,暂无信息,福建翠鸿房地产有限公司
咨询公司宿舍,鼓楼区东街口,虎节路13号,21426,板楼,42户,1栋,商品房,暂无信息,0.4元/平米/月,暂无信息,福建京华地产发展有限公司
秘书巷新村,鼓楼区东街口,"秘书巷1号,秘书巷22号",32923,板楼,65户,2栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
榕新楼,鼓楼区东街口,省府路50号,22929,板楼,140户,3栋,商品房,暂无信息,20元/平米/月,暂无信息,福建京华地产发展有限公司
光复新村,鼓楼区东街口,井大路32号,31315,板楼,365户,6栋,商品房/动迁安置房,暂无信息,0.5元/平米/月,小区自建,洪光集团
新财弄2号,鼓楼区东街口,新财弄2号,17910,板楼,10户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
天嘉大厦,鼓楼区东街口,东大路28号,24236,未知类型,35户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
元帅路省无线电微波宿舍,鼓楼区东街口,元帅路26号,39506,板楼,36户,1栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
达明新村二里,鼓楼区东街口,达明路2号,22869,板楼,202户,5栋,商品房,暂无信息,0.3至0.5元/平米/月,无物业管理服务,暂无信息
省监狱管理局宿舍(省府路51号),鼓楼区东街口,省府路51号,26028,板楼,60户,2栋,商品房,暂无信息,0.3元/平米/月,小区自建,暂无信息
鼓楼区西园二小区,鼓楼区东街口,鼓西路255号,35167,板楼,200户,3栋,商品房,暂无信息,0.5元/平米/月,暂无信息,电信局自建
仙塔街新村,鼓楼区东街口,仙塔街21号,29931,板楼,345户,5栋,商品房/已购公房/动迁安置房,暂无信息,1元/平米/月,暂无信息,暂无信息
闽运公寓,鼓楼区东街口,东水路27号,29856,板楼,322户,6栋,商品房/已购公房,暂无信息,0.4元/平米/月,暂无信息,福建省闽运房地产开发公司
金源花园,鼓楼区东街口,六一北路328号,22840,塔楼,393户,2栋,商品房/限价商品房,暂无信息,1元/平米/月,暂无信息,福州金源房地产有限公司
航龙花园,鼓楼区东街口,通湖路129号,34100,板楼,417户,7栋,商品房,暂无信息,0.5至0.8元/平米/月,福州安顺物业管理有限公司,福州市房地产开发有限公司
达明一里,鼓楼区东街口,达明路达明一里,24708,板楼/平房,238户,6栋,商品房/经济适用房/动迁安置房,暂无信息,0.3至0.4元/平米/月,小区自建,福州展企房地产开发有限公司
宏扬新城,鼓楼区东街口,杨桥东路118号,30135,塔楼/板楼,652户,11栋,商品房,暂无信息,0.65元/平米/月,福州苍霞新城物业管理有限公司,宏阳
湖光花园,鼓楼区东街口,通湖路109号,34143,板楼,246户,5栋,商品房/动迁安置房,暂无信息,0.5至1元/平米/月,福州奔达物业管理有限公司, 合肥万科瑞翔地产有限公司
花开富贵广场b座,鼓楼区东街口,东大路8号,31093,塔楼,208户,1栋,商品房,暂无信息,1.5元/平米/月,暂无信息,暂无信息
灰炉新苑,鼓楼区东街口,东城边街31号,29056,板楼,548户,3栋,商品房/动迁安置房,暂无信息,1.1元/平米/月,暂无信息,浙江承天集团有限公司
交通厅住宅,鼓楼区东街口,东水路18号,37942,未知类型,116户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
榕泉花园,鼓楼区东街口,大营街路8号,29539,板楼,70户,2栋,商品房,暂无信息,0.8元/平米/月,暂无信息,暂无信息
御泉万景,鼓楼区东街口,东城边街16号,47750,板楼,106户,2栋,商品房,暂无信息,2元/平米/月,暂无信息,暂无信息
新财弄2号,鼓楼区东街口,新财弄2号,17910,板楼,10户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
利嘉大广场西塔楼,鼓楼区东街口,杨桥东路8号,30661,平房,88户,1栋,商品房,暂无信息,30元/平米/月,福建实达物业,福建省翔达实业集团有限公司
邮政宿舍,鼓楼区东街口,河东路2号,35796,塔楼,28户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
水利水电勘测设计院宿舍,鼓楼区东街口,东大路158号,18044,板楼,200户,7栋,商品房/已购公房,暂无信息,0.4元/平米/月,自营,福州江滨建设开发公司
联湖花园,鼓楼区东街口,元帅路,27173,板楼,224户,3栋,商品房,暂无信息,0.5元/平米/月,福州金辉物业有限公司,北京福州房地产开发有限公司
置福大厦,鼓楼区东街口,五一北路34号,34384,塔楼,350户,1栋,商品房,暂无信息,1.5元/平米/月,暂无信息,福建置福房地产有限公司
肃威花园,鼓楼区东街口,肃威路250号,25400,板楼,293户,4栋,商品房,暂无信息,0.5元/平米/月,单位自管物业,华丰房地产
双抛桥一里小区,鼓楼区东街口,达明路17号,24618,板楼,581户,9栋,商品房/动迁安置房,暂无信息,0.4至1元/平米/月,小区自建,当地拆迁办
省财会管理干部学院单位宿舍,鼓楼区东街口,津泰路238号 ,23125,板楼,106户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
交通厅住宅,鼓楼区东街口,东水路18号,37942,未知类型,116户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
榕泉花园,鼓楼区东街口,大营街路8号,29539,板楼,70户,2栋,商品房,暂无信息,0.8元/平米/月,暂无信息,暂无信息
御泉万景,鼓楼区东街口,东城边街16号,47750,板楼,106户,2栋,商品房,暂无信息,2元/平米/月,暂无信息,暂无信息
恒裕大厦,鼓楼区东街口,温泉街道东大路150号,26170,塔板结合,184户,1栋,商品房,暂无信息,1.89元/平米/月,福建启航置业有限公司,福建中恒金置业有限公司
金皇公寓,鼓楼区东街口,省府路30号,36936,板楼,155户,3栋,商品房,暂无信息,0.5元/平米/月,天津金皇房地产有限公司,暂无信息
柠檬宿,鼓楼区东街口,东大路251号,30847,塔楼,131户,1栋,商品房,暂无信息,1.2元/平米/月,暂无信息,暂无信息
元帅路32号小区,鼓楼区东街口,元帅路32号,30425,板楼,32户,1栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
省监狱管理局宿舍(省府路51号),鼓楼区东街口,省府路51号,26028,板楼,60户,2栋,商品房,暂无信息,0.3元/平米/月,小区自建,暂无信息
鼓楼区西园二小区,鼓楼区东街口,鼓西路255号,35167,板楼,200户,3栋,商品房,暂无信息,0.5元/平米/月,暂无信息,电信局自建
灰炉新苑,鼓楼区东街口,东城边街31号,29056,板楼,548户,3栋,商品房/动迁安置房,暂无信息,1.1元/平米/月,暂无信息,浙江承天集团有限公司
光复新村,鼓楼区东街口,井大路32号,31315,板楼,365户,6栋,商品房/动迁安置房,暂无信息,0.5元/平米/月,小区自建,洪光集团
咨询公司宿舍,鼓楼区东街口,虎节路13号,21426,板楼,42户,1栋,商品房,暂无信息,0.4元/平米/月,暂无信息,福建京华地产发展有限公司
秘书巷新村,鼓楼区东街口,"秘书巷1号,秘书巷22号",32923,板楼,65户,2栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
榕新楼,鼓楼区东街口,省府路50号,22929,板楼,140户,3栋,商品房,暂无信息,20元/平米/月,暂无信息,福建京华地产发展有限公司
达明新村二里,鼓楼区东街口,达明路2号,22869,板楼,202户,5栋,商品房,暂无信息,0.3至0.5元/平米/月,无物业管理服务,暂无信息
航龙花园,鼓楼区东街口,通湖路129号,34100,板楼,417户,7栋,商品房,暂无信息,0.5至0.8元/平米/月,福州安顺物业管理有限公司,福州市房地产开发有限公司
闽运公寓,鼓楼区东街口,东水路27号,29856,板楼,322户,6栋,商品房/已购公房,暂无信息,0.4元/平米/月,暂无信息,福建省闽运房地产开发公司
仙塔街新村,鼓楼区东街口,仙塔街21号,29931,板楼,345户,5栋,商品房/已购公房/动迁安置房,暂无信息,1元/平米/月,暂无信息,暂无信息
达明一里,鼓楼区东街口,达明路达明一里,24708,板楼/平房,238户,6栋,商品房/经济适用房/动迁安置房,暂无信息,0.3至0.4元/平米/月,小区自建,福州展企房地产开发有限公司
宏扬新城,鼓楼区东街口,杨桥东路118号,30135,塔楼/板楼,652户,11栋,商品房,暂无信息,0.65元/平米/月,福州苍霞新城物业管理有限公司,宏阳
湖光花园,鼓楼区东街口,通湖路109号,34143,板楼,246户,5栋,商品房/动迁安置房,暂无信息,0.5至1元/平米/月,福州奔达物业管理有限公司, 合肥万科瑞翔地产有限公司
花开富贵广场b座,鼓楼区东街口,东大路8号,31093,塔楼,208户,1栋,商品房,暂无信息,1.5元/平米/月,暂无信息,暂无信息
元帅路省无线电微波宿舍,鼓楼区东街口,元帅路26号,39506,板楼,36户,1栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
金源花园,鼓楼区东街口,六一北路328号,22840,塔楼,393户,2栋,商品房/限价商品房,暂无信息,1元/平米/月,暂无信息,福州金源房地产有限公司
航空大厦,鼓楼区东街口,东街123号,18963,塔板结合,106户,1栋,商品房,暂无信息,1.5元/平米/月,暂无信息,暂无信息
金禧名门,鼓楼区东街口,东大路1号,39106,塔楼,652户,1栋,商品房,暂无信息,1.8元/平米/月,暂无信息,福建翠鸿房地产有限公司
天嘉大厦,鼓楼区东街口,东大路28号,24236,未知类型,35户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
东大商场,鼓楼区东街口,东大路160-5号,21047,板楼,170户,2栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
庆城社区,鼓楼区东街口,"庆城路48号,井大路59号",38349,板楼,184户,5栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
双抛桥二里,鼓楼区东街口,达明路38号,28535,板楼,107户,3栋,商品房,暂无信息,0.3元/平米/月,福州双胞房地产开发有限公司,市政建设
东方花园,鼓楼区东街口,民乐东路东方花园,35948,板楼,192户,3栋,商品房,暂无信息,1元/平米/月,暂无信息,暂无信息
元帅路24号小区,鼓楼区东街口,元帅路24号,29973,板楼,36户,1栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
茂泰大厦,鼓楼区东街口,五一北路23号,47032,塔楼,147户,1栋,商品房,暂无信息,1.5元/平米/月,暂无信息,暂无信息
互爱巷15号,鼓楼区东街口,互爱巷15号,26459,板楼,119户,2栋,商品房,暂无信息,0.5元/平米/月,社区内聘,暂无信息
东水新村,鼓楼区东街口,东水路31号,22791,板楼,120户,2栋,商品房/已购公房,暂无信息,0.6元/平米/月,暂无信息,暂无信息
土地局单位宿舍,鼓楼区东街口,元帅路36号,27482,板楼,56户,1栋,商品房/动迁安置房,暂无信息,0.5元/平米/月,福州鼓楼房地产开发有限公司,暂无信息
大根路6号,鼓楼区东街口,大根路6号,30168,板楼,164户,4栋,商品房,暂无信息,0.5元/平米/月,社区居委会,暂无信息
恒宇国际公馆,鼓楼区东街口,东城边街39号,18579,塔楼,861户,2栋,商品房,暂无信息,3.5元/平米/月,宁化物业,福州恒宇房地产发展有限公司
元帅庙新村,鼓楼区东街口,杨桥东路32号,26223,板楼,421户,8栋,商品房/动迁安置房/使用权,暂无信息,0.6元/平米/月,小区自建,当地拆迁办
新华书店宿舍(鼓西路),鼓楼区东街口,鼓西路225号,39450,板楼,60户,3栋,商品房,暂无信息,暂无信息,无物业管理服务,无
安泰黄金广场,鼓楼区东街口,吉庇路39号,26808,板楼,103户,1栋,商品房,暂无信息,0.8元/平米/月,暂无信息,暂无信息
邮电宿舍(河东路3号),鼓楼区东街口,河东路3号,33792,未知类型,35户,1栋,商品房,暂无信息,0.6元/平米/月,暂无信息,暂无信息
东城边街28号院,鼓楼区东街口,东城边街28号,25189,板楼,96户,5栋,商品房/已购公房/使用权,暂无信息,暂无信息,暂无信息,暂无信息
新亚大厦,鼓楼区东街口,东街121号,15052,塔楼,288户,1栋,商品房,暂无信息,2.6元/平米/月,暂无信息,暂无信息
河东路11号,鼓楼区东街口,河东路11号,35851,未知类型,45户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
得贵路6号,鼓楼区东街口,得贵路6号,35617,板楼,22户,1栋,商品房,暂无信息,0.4元/平米/月,暂无信息,暂无信息
省安装公司宿舍(河东路14号),鼓楼区东街口,河东路14号,30700,未知类型,25户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
东街街道大根社区,鼓楼区东街口,"大根路11号, 大根路9号, 大根路10号,大根路7",25348,板楼,107户,6栋,商品房,暂无信息,1元/平米/月,暂无信息,暂无信息
新华印刷厂宿舍,鼓楼区东街口,河东路7号,31332,板楼,48户,2栋,商品房,暂无信息,0.5元/平米/月,自营,福建省城乡建设股份有限公司
化建宿舍,鼓楼区东街口,东街53号,52680,板楼,69户,3栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
福建省立医院宿舍,鼓楼区东街口,"温泉路14号,秘书横巷9号",31783,板楼,255户,9栋,商品房/已购公房,暂无信息,0.5至1.5元/平米/月,福州市鼓楼区温泉物业管理有限公司,福建新新集团
得贵路6号,鼓楼区东街口,得贵路6号,35617,板楼,22户,1栋,商品房,暂无信息,0.4元/平米/月,暂无信息,暂无信息
井大新村,鼓楼区东街口,化民后巷2号,39272,板楼,162户,3栋,商品房,暂无信息,0.3元/平米/月,暂无信息,暂无信息
蒙古营巷17号,鼓楼区东街口,蒙古营巷17号,35073,板楼,210户,6栋,商品房/已购公房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
化建宿舍,鼓楼区东街口,东街53号,52680,板楼,69户,3栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
新华书店宿舍(鼓西路),鼓楼区东街口,鼓西路225号,39450,板楼,60户,3栋,商品房,暂无信息,暂无信息,无物业管理服务,无
福建省立医院宿舍,鼓楼区东街口,"温泉路14号,秘书横巷9号",31783,板楼,255户,9栋,商品房/已购公房,暂无信息,0.5至1.5元/平米/月,福州市鼓楼区温泉物业管理有限公司,福建新新集团
邮政宿舍,鼓楼区东街口,河东路2号,35796,塔楼,28户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
利嘉大广场西塔楼,鼓楼区东街口,杨桥东路8号,30661,平房,88户,1栋,商品房,暂无信息,30元/平米/月,福建实达物业,福建省翔达实业集团有限公司
水利水电勘测设计院宿舍,鼓楼区东街口,东大路158号,18044,板楼,200户,7栋,商品房/已购公房,暂无信息,0.4元/平米/月,自营,福州江滨建设开发公司
土地局单位宿舍,鼓楼区东街口,元帅路36号,27482,板楼,56户,1栋,商品房/动迁安置房,暂无信息,0.5元/平米/月,福州鼓楼房地产开发有限公司,暂无信息
茂泰大厦,鼓楼区东街口,五一北路23号,47032,塔楼,147户,1栋,商品房,暂无信息,1.5元/平米/月,暂无信息,暂无信息
安泰黄金广场,鼓楼区东街口,吉庇路39号,26808,板楼,103户,1栋,商品房,暂无信息,0.8元/平米/月,暂无信息,暂无信息
邮电公寓宿舍,鼓楼区东街口,纱帽井1号,35579,板楼,238户,7栋,商品房/已购公房/集资房,暂无信息,0.5至1元/平米/月,自营,福州东星房地产开发有限公司
蒙古营巷25号,鼓楼区东街口,蒙古营巷25号,41734,板楼,48户,1栋,商品房,暂无信息,暂无信息,福建安捷物业管理有限公司,福建省省直房地产开发公司
水文局宿舍,鼓楼区东街口,东水路11号,23137,板楼,11户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
天成公寓,鼓楼区东街口,蒙古营巷18号,36666,塔板结合,80户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
武夷晶都,鼓楼区东街口,六一北路422号,31140,板楼,230户,4栋,商品房/集资房,暂无信息,1至1.2元/平米/月,武夷（福建）物业管理有限公司,福州武夷绿洲房地产有限公司
吉庇巷81号,鼓楼区东街口,吉庇巷81号,26524,平房,15户,1栋,商品房,暂无信息,20元/平米/月,福建冠华物业有限公司,福建省供销建设开发公司
津泰新大都,鼓楼区东街口,津泰路268号,39900,板楼/平房,298户,3栋,商品房,暂无信息,1.2元/平米/月,福州新都物业管理有限公司,福建古天源房地产有限公司
元帅路24号小区,鼓楼区东街口,元帅路24号,29973,板楼,36户,1栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
城守前8号,鼓楼区东街口,温泉街道温泉支路851大楼号,23460,未知类型,42户,1栋,商品房/已购公房/动迁安置房,暂无信息,暂无信息,暂无信息,暂无信息
津泰路222号,鼓楼区东街口,津泰路222号,26732,未知类型,21户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
中庚财富天下,鼓楼区东街口,五一北路66号,34483,塔楼,1147户,1栋,商品房,暂无信息,1.95元/平米/月,福建省中庚物业管理有限公司,中庚集团
花满庭,鼓楼区东街口,大根路5号,56981,塔板结合,270户,3栋,商品房/动迁安置房,暂无信息,3.2元/平米/月,暂无信息,暂无信息
河东路1号,鼓楼区东街口,河东路1号,41039,板楼,22户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
吉庇新村,鼓楼区东街口,吉庇路69号,29032,板楼,61户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
城守前新村,鼓楼区东街口,城守前路16号,38068,塔板结合,403户,4栋,商品房/动迁安置房,暂无信息,1.1至1.3元/平米/月,新都物业,市政开发
达明新村,鼓楼区东街口,达明路138号,26135,板楼/平房,676户,14栋,商品房/动迁安置房,暂无信息,0.3至0.5元/平米/月,达明房地产开发有限公司,市政建设
永安公寓,鼓楼区东街口,永安街112号,53085,板楼,299户,1栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
印象西湖,鼓楼区东街口,鼓西路251号,44261,板楼,543户,2栋,商品房/动迁安置房,暂无信息,2.1元/平米/月,福州固佳物业有限公司,福州和胜房地产有限责任公司
东湖新村,鼓楼区东街口,"东水路60号,得贵路76号",23193,板楼,527户,10栋,商品房/已购公房,暂无信息,0.5元/平米/月,暂无物业公司,福建新东湖投资有限公司
福州市邮政转运站宿舍,鼓楼区东街口,河东路5号,0,板楼,35户,1栋,商品房,暂无信息,0.3元/平米/月,暂无信息,暂无信息
市科协宿舍,鼓楼区东街口,尚方顶巷8号,28911,板楼,24户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
福建省石油化学工业设计院,鼓楼区东街口,东大路117号,33497,塔楼/板楼/平房,471户,15栋,商品房/已购公房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
砺园,鼓楼区东街口,大斗彩巷6号,0,塔楼,18户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
大中寺小区,鼓楼区东街口,大中寺巷1号,30708,板楼,30户,2栋,商品房/使用权,暂无信息,0.5元/平米/月,暂无信息,无开发公司
农机公司宿舍,鼓楼区东街口,杨桥东路农机公司宿舍,25347,板楼/塔板结合,104户,4栋,商品房,暂无信息,0.5至5元/平米/月,单位自管物业,单位自建
银都花园,鼓楼区东街口,孙老营巷17号,35096,板楼,152户,4栋,商品房,暂无信息,0.8元/平米/月,福建省广通房地产,暂无信息
省直东湖大院,鼓楼区东街口,东大路73号,0,未知类型,18户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
自来水公司公寓,鼓楼区东街口,东城边街17,0,板楼,60户,2栋,商品房/已购公房,暂无信息,0.38元/平米/月,暂无信息,暂无信息
秘书巷1号院,鼓楼区东街口,秘书巷1号,0,未知类型,24户,1栋,商品房/已购公房,暂无信息,暂无信息,暂无信息,暂无信息
吉庇巷83号,鼓楼区东街口,吉庇巷83号,30778,板楼,18户,1栋,商品房/已购公房/动迁安置房,暂无信息,0.3元/平米/月,暂无信息,暂无信息
蒙古营巷21号,鼓楼区东街口,蒙古营巷21号,27447,未知类型,10户,1栋,商品房/已购公房,暂无信息,暂无信息,暂无信息,暂无信息
花园里1号,鼓楼区东街口,仙塔街花园里1号,33643,未知类型,56户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
蒙古营巷16号,鼓楼区东街口,蒙古营巷16号,23651,板楼,3户,1栋,商品房,暂无信息,0.4元/平米/月,暂无信息,暂无信息
省立公寓,鼓楼区东街口,秘书巷12号,42008,未知类型,156户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
东大新村,鼓楼区东街口,东大路165号,39933,板楼,62户,3栋,商品房/动迁安置房/公租房,暂无信息,暂无信息,暂无信息,暂无信息
五一北海关宿舍,鼓楼区东街口,五一北路65号,32154,板楼,36户,1栋,商品房/使用权,暂无信息,0.3元/平米/月,暂无信息,暂无信息
大根路1号,鼓楼区东街口,大根路1号,0,未知类型,57户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
工商银行单位宿舍,鼓楼区东街口,蒙古营3号,0,未知类型,24户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
东大路142号,鼓楼区东街口,东大路142号,31180,板楼,145户,6栋,商品房/已购公房,暂无信息,暂无信息,暂无信息,暂无信息
大根路二轻局宿舍,鼓楼区东街口,大根路25号,0,未知类型,84户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
仙塔街141号,鼓楼区东街口,仙塔街141号,21320,塔楼,9户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
教委单位宿舍,鼓楼区东街口,鼓楼区城守前路8号,25797,未知类型,42户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
虎节路62号,鼓楼区东街口,虎节路62号,0,板楼,60户,2栋,商品房,暂无信息,20元/平米/月,无物业管理服务,暂无信息
防疫站宿舍,鼓楼区东街口,元帅路46号,24416,板楼,41户,1栋,商品房,暂无信息,暂无信息,无物业管理服务,暂无信息
省府路67号,鼓楼区东街口,省府路67号,0,未知类型,14户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
二轻机械厂宿舍,鼓楼区东街口,城守前路30号,25748,未知类型,42户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
五一北路68号,鼓楼区东街口,五一北路68号,21905,未知类型,35户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
东大路82号,鼓楼区东街口,东大路82号,25859,未知类型,40户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
红辉新村,晋安区火车站,晋安区斗门一弄29号,12885,板楼,152户,1栋,商品房/已购公房,暂无信息,20元/平米/月,暂无信息,无
长福村,晋安区火车站,香槟路23号,16545,未知类型,125户,4栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
天溢小区,晋安区火车站,北环中路316号,21154,板楼,104户,3栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
环北一村,晋安区火车站,北环中路214号,14718,板楼,927户,25栋,商品房,暂无信息,0.5至0.7元/平米/月,福州三木物业服务有限公司,福建省东门福州房地产开发公司
东浦花园,晋安区火车站,东浦路42号,15572,未知类型,155户,3栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
洋下花园,晋安区火车站,六一北路225号,15957,板楼,261户,6栋,商品房,暂无信息,0.6元/平米/月,福州诚安信物业管理有限公司,福州郑和发展有限公司
