名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
文丞相胡同,东城交道口,文丞相胡同,0,平房,65户,16栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发商
东城区方家胡同39号,东城交道口,东城区方家胡同39号1幢1层；2幢一层,0,平房,1户,1栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
本司胡同,东城金宝街,本司胡同,0,平房,203户,54栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发公司
后拐棒胡同甲2号院,东城金宝街,朝阳门内大街后拐棒胡同甲2号院,117808,板楼,255户,3栋,暂无信息,暂无信息,0.5元/平米/月,单位自管物业,无开发商
史家胡同,东城金宝街,史家胡同,169752,板楼/平房,165户,30栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发商
史家胡同20号院,东城金宝街,史家胡同20号院,112680,板楼,182户,5栋,暂无信息,暂无信息,0.5元/平米/月,单位自管物业,无开发商
东罗圈胡同,东城金宝街,东罗圈胡同,245190,平房,146户,36栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发商
东罗圈胡同11号院,东城金宝街,"东罗圈胡同北, 东罗圈胡同11号",118684,板楼,166户,4栋,暂无信息,暂无信息,0.5至2.2元/平米/月,单位自管物业,无开发商
鸿安国际大厦,东城金宝街,朝阳门内大街,92820,塔板结合,117户,1栋,暂无信息,暂无信息,4.8元/平米/月,北京华联新世纪物业管理有限公司,北京鸿安房地产有限责任公司
凯德华玺,东城金宝街,朝阳门内大街288号,0,塔楼,375户,1栋,暂无信息,暂无信息,6.9元/平米/月,北京达文中澳物业管理有限公司,凯德置地（中国）投资有限公司
礼士胡同甲66号院,东城金宝街,礼士胡同甲66号院,117452,板楼,60户,1栋,暂无信息,暂无信息,0.56元/平米/月,单位自管物业,无开发商
内务部街,东城金宝街,内务部街,179618,板楼/平房,172户,39栋,暂无信息,暂无信息,0.5元/平米/月,无物业管理服务,无开发商
遂安伯,东城金宝街,遂安伯,0,平房,16户,4栋,暂无信息,暂无信息,1.8元/平米/月,暂无信息,暂无信息
演乐胡同,东城金宝街,演乐胡同,166982,板楼/平房,318户,50栋,暂无信息,暂无信息,暂无信息,暂无信息,无开发商
禾风相府,东城金宝街,朝阳门内大街288号院,125067,板楼/塔板结合,364户,2栋,暂无信息,暂无信息,1至3.98元/平米/月,北京冠豪东旭物业管理有限公司,北京亿洋星城房地产开发有限公司
禾风仕家,东城金宝街,前拐棒胡同28号院,108438,塔楼/塔板结合,285户,1栋,暂无信息,暂无信息,2.98元/平米/月,北京冠豪东旭物业管理有限公司,北京亿洋星城房地产开发有限公司
朝阳门内大街甲190号院,东城金宝街,朝内大街甲190号院,97235,板楼,192户,4栋,暂无信息,暂无信息,1元/平米/月,北京俊豪物业,北京住总首开置业有限公司
红星胡同,东城金宝街,红星胡同,0,板楼/平房,46户,2栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
西罗圈胡同甲2号院,东城金宝街,西罗圈胡同甲二号院,0,平房,2户,1栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
东四南大街,东城金宝街,东四南大街,0,平房,251户,64栋,暂无信息,暂无信息,暂无信息,暂无信息,无
东花厅胡同,东城金宝街,东花厅胡同,0,板楼/平房,17户,5栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
东石槽胡同,东城金宝街,东石槽胡同,0,平房,88户,25栋,暂无信息,暂无信息,暂无信息,无物业管理服务,北京住总集团
干面胡同,东城金宝街,干面胡同,155882,平房,131户,32栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发商
后拐棒胡同,东城金宝街,后拐棒胡同,0,平房,13户,4栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发商
西罗圈胡同,东城金宝街,西罗圈胡同,0,板楼,134户,3栋,暂无信息,暂无信息,暂无信息,单位自管物业,暂无信息
西花厅胡同,东城金宝街,西花厅胡同,0,平房,23户,7栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
灯草胡同,东城金宝街,灯草胡同,0,平房,162户,42栋,暂无信息,暂无信息,暂无信息,无物业管理服务,房管所代管物业
礼士胡同,东城金宝街,礼士胡同,174126,平房,195户,56栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发商
前炒面胡同,东城金宝街,前炒面胡同,0,平房,121户,31栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发商
前拐棒胡同,东城金宝街,前拐棒胡同,0,平房,93户,23栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发商
孝友胡同,西城六铺炕,孝友胡同,232642,平房,16户,13栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
新开胡同,西城六铺炕,新开胡同,136095,板楼/平房,66户,7栋,暂无信息,暂无信息,暂无信息,无物业管理服务,金地集团
后马厂胡同,西城六铺炕,"后马厂胡同29号院, 后马厂胡同39号院",155226,板楼/平房,90户,11栋,暂无信息,暂无信息,暂无信息,业主自筹物业,北京市西城区城市建设开发公司
安德东里,西城六铺炕,安德东里,167213,板楼,285户,7栋,暂无信息,暂无信息,0.8元/平米/月,首华物业公司,北京市西城区城市建设开发公司
黄寺大街24号院,西城六铺炕,黄寺大街24号院,142896,塔楼/板楼,1564户,22栋,暂无信息,暂无信息,0.5至2.53元/平米/月,北京首华物业管理有限公司,无开发商
铸钟胡同,西城六铺炕,铸钟胡同,231023,平房,83户,23栋,暂无信息,暂无信息,暂无信息,无物业管理服务,北京市西城区城市建设开发公司
人定湖北巷,西城六铺炕,人定湖北巷1号院,133209,板楼,190户,4栋,暂无信息,暂无信息,1.2至1.3元/平米/月,北京华联新世纪物业公司,无开发商
人定湖西里,西城六铺炕,人定湖西里,137473,板楼/平房,1317户,19栋,暂无信息,暂无信息,1.3至1.65元/平米/月,北京首华物业管理有限公司,无开发商
什坊街,西城六铺炕,什坊街,135991,板楼,390户,6栋,暂无信息,暂无信息,0.6至1.5元/平米/月,首华物业公司,北京城建集团
什坊街2号院,西城六铺炕,什坊街2号院,140616,塔楼/板楼,363户,4栋,暂无信息,暂无信息,0.8至2.3元/平米/月,北京中航物业管理有限责任公司,无开发商
盛晖嘉园,西城六铺炕,五路通北街5号院,157092,板楼,321户,1栋,暂无信息,暂无信息,1.9元/平米/月,北京电科物业服务有限责任公司,北京华熙盛辉房地产开发有限公司
德外大街甲22号,西城六铺炕,德胜门外大街甲22号,164949,板楼,54户,1栋,暂无信息,暂无信息,1.2元/平米/月,单位自管物业,中国水电建设集团房地产有限公司
富宏馨居,西城六铺炕,五路通北街19号院,142472,塔板结合,339户,1栋,暂无信息,暂无信息,1.5至1.8元/平米/月,首华物业公司,中都长城（北京）房地产开发有限公司
德胜凯旋,西城六铺炕,"德胜门外大街36号, 德外大街36号",0,板楼,685户,3栋,暂无信息,暂无信息,3.5至3.56元/平米/月,北京金融街第一太平戴维斯物业管理有限公司,金融街（北京）置业有限公司
德胜置业,西城六铺炕,黄寺大街26号院,102336,塔楼/板楼,710户,4栋,暂无信息,暂无信息,4至5元/平米/月,忆德恒源物业,北京颐西房地产开发有限公司
德胜世嘉,西城六铺炕,西绦胡同8号,147995,板楼,108户,1栋,暂无信息,暂无信息,2.6元/平米/月,单位自管物业,北京福源丽景地产开发有限公司
大石桥胡同10号院,西城六铺炕,大石桥胡同10号院,141903,板楼,90户,1栋,暂无信息,暂无信息,0.5元/平米/月,首华物业公司,北京市西城区城市建设开发公司
鼓楼西大街,西城六铺炕,鼓楼西大街,155885,板楼/平房,505户,104栋,暂无信息,暂无信息,暂无信息,街道办事处（委员会）代管物业,无开发公司
塔院胡同,西城六铺炕,塔院胡同,138378,板楼,83户,2栋,暂无信息,暂无信息,0.8元/平米/月,北京首华物业管理有限公司,北京德源花园置业有限公司
五路通北街,西城六铺炕,五路通北街,126399,板楼,138户,3栋,暂无信息,暂无信息,0.5元/平米/月,首华物业公司,无开发公司
五路通北街甲1号院,西城六铺炕,五路通北街甲1号,143082,板楼,192户,2栋,暂无信息,暂无信息,0.5至1.2元/平米/月,单位自管物业,金地集团
五路通北街3号院,西城六铺炕,五路通北街3号院,150998,板楼,149户,2栋,暂无信息,暂无信息,0.6至0.8元/平米/月,北京万通物业有限公司,北京城建集团
西绦胡同,西城六铺炕,西绦胡同甲14号院,153471,板楼/平房,156户,10栋,暂无信息,暂无信息,暂无信息,单位自管物业,北京市西城区城市建设开发公司
西绦南巷,西城六铺炕,西绦南巷,278777,平房,16户,5栋,暂无信息,暂无信息,暂无信息,首华物业公司,"""温州育英房地产开发有限公司"
小石桥胡同11号院,西城六铺炕,小石桥胡同11号院,135343,板楼,244户,3栋,暂无信息,暂无信息,1.73元/平米/月,房修一物业管理有限公司,北京市西城区城市建设开发公司
小市口胡同3号院,西城六铺炕,"小市口胡同3号院, 小市口三号院",139812,板楼,289户,6栋,暂无信息,暂无信息,0.6至1.2元/平米/月,北京华联新世纪物业公司,北京德源花园置业有限公司
教场口街2号院,西城六铺炕,教场口街2号院,164638,板楼,153户,2栋,暂无信息,暂无信息,1.5元/平米/月,北京首开鸿城实业有限公司,北京德源花园置业有限公司
六铺炕一区,西城六铺炕,六铺炕一区,147874,板楼/塔板结合,936户,12栋,暂无信息,暂无信息,0.5至1.98元/平米/月,北控物业,北京绿都源房地产开发有限公司
六铺炕一区6号院,西城六铺炕,六铺炕一区6号院,116624,板楼,181户,1栋,暂无信息,暂无信息,1.5元/平米/月,首华物业公司,北京绿都源房地产开发有限公司
龙岳洲,西城六铺炕,前马厂胡同60号,171438,板楼/塔板结合,79户,3栋,暂无信息,暂无信息,3.3元/平米/月,北京岳安物业管理有限责任公司,北京岳安实业股份有限公司
德外大街甲22号,西城六铺炕,德胜门外大街甲22号,164949,板楼,54户,1栋,暂无信息,暂无信息,1.2元/平米/月,单位自管物业,中国水电建设集团房地产有限公司
富宏馨居,西城六铺炕,五路通北街19号院,142472,塔板结合,339户,1栋,暂无信息,暂无信息,1.5至1.8元/平米/月,首华物业公司,中都长城（北京）房地产开发有限公司
德胜凯旋,西城六铺炕,"德胜门外大街36号, 德外大街36号",0,板楼,685户,3栋,暂无信息,暂无信息,3.5至3.56元/平米/月,北京金融街第一太平戴维斯物业管理有限公司,金融街（北京）置业有限公司
德胜置业,西城六铺炕,黄寺大街26号院,102336,塔楼/板楼,710户,4栋,暂无信息,暂无信息,4至5元/平米/月,忆德恒源物业,北京颐西房地产开发有限公司
德胜世嘉,西城六铺炕,西绦胡同8号,147995,板楼,108户,1栋,暂无信息,暂无信息,2.6元/平米/月,单位自管物业,北京福源丽景地产开发有限公司
大石桥胡同10号院,西城六铺炕,大石桥胡同10号院,141903,板楼,90户,1栋,暂无信息,暂无信息,0.5元/平米/月,首华物业公司,北京市西城区城市建设开发公司
鼓楼西大街,西城六铺炕,鼓楼西大街,155885,板楼/平房,505户,104栋,暂无信息,暂无信息,暂无信息,街道办事处（委员会）代管物业,无开发公司
后马厂胡同,西城六铺炕,"后马厂胡同29号院, 后马厂胡同39号院",155226,板楼/平房,90户,11栋,暂无信息,暂无信息,暂无信息,业主自筹物业,北京市西城区城市建设开发公司
黄寺大街24号院,西城六铺炕,黄寺大街24号院,142896,塔楼/板楼,1564户,22栋,暂无信息,暂无信息,0.5至2.53元/平米/月,北京首华物业管理有限公司,无开发商
安德东里,西城六铺炕,安德东里,167213,板楼,285户,7栋,暂无信息,暂无信息,0.8元/平米/月,首华物业公司,北京市西城区城市建设开发公司
教场口街2号院,西城六铺炕,教场口街2号院,164638,板楼,153户,2栋,暂无信息,暂无信息,1.5元/平米/月,北京首开鸿城实业有限公司,北京德源花园置业有限公司
铸钟胡同,西城六铺炕,铸钟胡同,231023,平房,83户,23栋,暂无信息,暂无信息,暂无信息,无物业管理服务,北京市西城区城市建设开发公司
小石桥胡同11号院,西城六铺炕,小石桥胡同11号院,135343,板楼,244户,3栋,暂无信息,暂无信息,1.73元/平米/月,房修一物业管理有限公司,北京市西城区城市建设开发公司
小市口胡同3号院,西城六铺炕,"小市口胡同3号院, 小市口三号院",139812,板楼,289户,6栋,暂无信息,暂无信息,0.6至1.2元/平米/月,北京华联新世纪物业公司,北京德源花园置业有限公司
西绦胡同,西城六铺炕,西绦胡同甲14号院,153471,板楼/平房,156户,10栋,暂无信息,暂无信息,暂无信息,单位自管物业,北京市西城区城市建设开发公司
西绦南巷,西城六铺炕,西绦南巷,278777,平房,16户,5栋,暂无信息,暂无信息,暂无信息,首华物业公司,"""温州育英房地产开发有限公司"
人定湖北巷,西城六铺炕,人定湖北巷1号院,133209,板楼,190户,4栋,暂无信息,暂无信息,1.2至1.3元/平米/月,北京华联新世纪物业公司,无开发商
人定湖西里,西城六铺炕,人定湖西里,137473,板楼/平房,1317户,19栋,暂无信息,暂无信息,1.3至1.65元/平米/月,北京首华物业管理有限公司,无开发商
前马厂胡同,西城六铺炕,前马厂胡同,161837,板楼/平房,239户,33栋,暂无信息,暂无信息,暂无信息,业主自筹物业,北京市西城区城市建设开发公司
什坊街,西城六铺炕,什坊街,135991,板楼,390户,6栋,暂无信息,暂无信息,0.6至1.5元/平米/月,首华物业公司,北京城建集团
什坊街2号院,西城六铺炕,什坊街2号院,140616,塔楼/板楼,363户,4栋,暂无信息,暂无信息,0.8至2.3元/平米/月,北京中航物业管理有限责任公司,无开发商
龙岳洲,西城六铺炕,前马厂胡同60号,171438,板楼/塔板结合,79户,3栋,暂无信息,暂无信息,3.3元/平米/月,北京岳安物业管理有限责任公司,北京岳安实业股份有限公司
孝友胡同,西城六铺炕,孝友胡同,232642,平房,16户,13栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
新开胡同,西城六铺炕,新开胡同,136095,板楼/平房,66户,7栋,暂无信息,暂无信息,暂无信息,无物业管理服务,金地集团
五路通北街,西城六铺炕,五路通北街,126399,板楼,138户,3栋,暂无信息,暂无信息,0.5元/平米/月,首华物业公司,无开发公司
塔院胡同,西城六铺炕,塔院胡同,138378,板楼,83户,2栋,暂无信息,暂无信息,0.8元/平米/月,北京首华物业管理有限公司,北京德源花园置业有限公司
五路通北街甲1号院,西城六铺炕,五路通北街甲1号,143082,板楼,192户,2栋,暂无信息,暂无信息,0.5至1.2元/平米/月,单位自管物业,金地集团
五路通北街3号院,西城六铺炕,五路通北街3号院,150998,板楼,149户,2栋,暂无信息,暂无信息,0.6至0.8元/平米/月,北京万通物业有限公司,北京城建集团
六铺炕一区,西城六铺炕,六铺炕一区,147874,板楼/塔板结合,936户,12栋,暂无信息,暂无信息,0.5至1.98元/平米/月,北控物业,北京绿都源房地产开发有限公司
六铺炕一区6号院,西城六铺炕,六铺炕一区6号院,116624,板楼,181户,1栋,暂无信息,暂无信息,1.5元/平米/月,首华物业公司,北京绿都源房地产开发有限公司
盛晖嘉园,西城六铺炕,五路通北街5号院,157092,板楼,321户,1栋,暂无信息,暂无信息,1.9元/平米/月,北京电科物业服务有限责任公司,北京华熙盛辉房地产开发有限公司
迁善居胡同,西城六铺炕,迁善居胡同,205674,平房,8户,2栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
中骏天宸,西城六铺炕,西城区北二环德胜门桥东北向,221095,塔楼/板楼/塔板结合,239户,2栋,暂无信息,暂无信息,13.8元/平米/月,北京世邦泰和物业管理有限公司,北京都市圣景房地产开发有限公司
林家胡同2号院,西城六铺炕,北京市西城区德胜街道林家胡同2号院,181853,板楼,55户,1栋,暂无信息,暂无信息,3.88元/平米/月,中商联(北京)物业管理有限公司,暂无信息
西绦南巷8号,西城六铺炕,西绦南巷8,201845,平房,11户,1栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
北广家园,西城六铺炕,黄寺大街26号院,151056,塔楼/板楼,572户,3栋,暂无信息,暂无信息,1.66至4元/平米/月,北京亿恒德源物业管理有限公司,北京颐西房地产开发有限公司
安德路,西城六铺炕,安德路,128222,塔楼/板楼/平房,1494户,22栋,暂无信息,暂无信息,0.5至2.98元/平米/月,北京首华物业管理有限公司,北京德源花园置业有限公司
六铺炕三区,西城六铺炕,六铺炕三区,143668,板楼/塔板结合/平房,1130户,23栋,暂无信息,暂无信息,0.5至1.6元/平米/月,首华物业公司,水利电力规划院
小石桥胡同3号院,西城六铺炕,小石桥胡同3号院,146912,板楼,370户,5栋,暂无信息,暂无信息,1元/平米/月,单位自管物业,无开发公司
大石碑胡同,西城六铺炕,大石碑胡同,207085,平房,87户,22栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
大井胡同,西城六铺炕,大井胡同,137149,板楼,340户,2栋,暂无信息,暂无信息,0.8至1.5元/平米/月,北京中水电物业管理有限公司,北京首开天鸿集团有限公司
塔院胡同12号院,西城六铺炕,塔院胡同12号院,133040,板楼,574户,8栋,暂无信息,暂无信息,暂无信息,房管所代管物业,水利电力规划院
安德馨居,西城六铺炕,安德路,149671,板楼,877户,10栋,暂无信息,暂无信息,0.5至1.6元/平米/月,北京市德源物业管理中心,北京市兴地房地产经营开发公司
德外大街乙12号院,西城六铺炕,德外大街乙12号院,142531,板楼,403户,9栋,暂无信息,暂无信息,0.58至1.05元/平米/月,房修一物业管理有限公司,北京城建集团
六铺炕二区,西城六铺炕,六铺炕二区,148230,塔楼/板楼/平房,2350户,44栋,暂无信息,暂无信息,0.55至1.51元/平米/月,首华物业管理公司三里河物业站,北京绿都源房地产开发有限公司
教场口9号院,西城六铺炕,教场口街9号院,133276,塔楼,1719户,7栋,暂无信息,暂无信息,1.5至1.8元/平米/月,首华物业管理公司三里河物业站,北京市兴地房地产经营开发公司
教场口6号院,西城六铺炕,教场口街6号院,144398,板楼,897户,5栋,暂无信息,暂无信息,0.55至0.8元/平米/月,单位自管物业,北京德胜投资有限责任公司
大石桥胡同29号院,西城六铺炕,大石桥胡同29号院,162662,板楼,198户,4栋,暂无信息,暂无信息,0.8至1.2元/平米/月,单位自管物业,北京市西城区城市建设开发公司
德外大街12号院,西城六铺炕,德胜门外大街12号院,0,塔楼,281户,3栋,暂无信息,暂无信息,1.9至2.4元/平米/月,北京航空城物业管理有限公司,航空航天设计院
八步口胡同,西城六铺炕,八步口胡同,0,平房,9户,3栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无
后海夹道,西城六铺炕,后海夹道,0,平房,13户,4栋,暂无信息,暂无信息,暂无信息,城市街巷（北京）物业管理有限公司,暂无信息
后海北沿,西城六铺炕,后海北沿,0,平房,94户,23栋,暂无信息,暂无信息,暂无信息,暂无信息,无
旧鼓楼大街,西城六铺炕,旧鼓楼大街,0,平房,51户,23栋,暂无信息,暂无信息,暂无信息,暂无信息, 大理耀鹏房地产开发有限责任公司
大黑虎胡同,西城六铺炕,大黑虎胡同,0,平房,8户,3栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
糖房大院,西城六铺炕,糖房大院,0,未知类型,5户,2栋,暂无信息,暂无信息,暂无信息,小区物业,暂无信息
证通商务楼,西城六铺炕,安德路甲104号,0,板楼,70户,1栋,暂无信息,暂无信息,暂无信息,暂无信息,北京工美集团有限责任公司
棠花胡同,西城六铺炕,棠花胡同,233090,平房,9户,3栋,暂无信息,暂无信息,暂无信息,首华物业公司,暂无信息
鸦儿胡同,西城六铺炕,鸦儿胡同,0,平房,193户,51栋,暂无信息,暂无信息,暂无信息,无物业管理服务,暂无信息
小黑虎胡同,西城六铺炕,小黑虎胡同,0,平房,138户,35栋,暂无信息,暂无信息,暂无信息,首华物业公司,西昌房管局
小石桥胡同,西城六铺炕,小石桥胡同,0,平房,30户,8栋,暂无信息,暂无信息,暂无信息,暂无信息, 重庆汇东房地产开发有限公司
安乐林路17号旁门,东城蒲黄榆,安乐林路17号旁门,75849,板楼,84户,1栋,暂无信息,暂无信息,暂无信息,单位自管物业,城建
城市印象,丰台蒲黄榆,南三环中路19号,60196,塔楼/板楼/塔板结合,373户,3栋,暂无信息,暂无信息,1.78至1.85元/平米/月,北京华体物业管理有限公司,北京泰富德房地产开发有限公司
金容苑,丰台蒲黄榆,蒲黄榆路17号院,59738,塔楼/板楼,136户,2栋,暂无信息,暂无信息,1.86元/平米/月,北京市华森物业管理公司,北京鑫融基房地产开发有限公司
刘家窑东里,丰台蒲黄榆,刘家窑路刘家窑东里,53655,塔楼/板楼,1071户,10栋,暂无信息,暂无信息,1.3至1.85元/平米/月,房修一物业管理有限公司,北京首开天鸿集团有限公司
蒲安里,丰台蒲黄榆,安乐林路蒲安里,55732,板楼,1432户,26栋,暂无信息,暂无信息,0.5至1.5元/平米/月,北京京丰物业公司,北京天鸿房地产开发有限责任公司
蒲黄榆四里,丰台蒲黄榆,安乐林蒲黄榆四里,55586,板楼,1303户,23栋,暂无信息,暂无信息,0.5至1.83元/平米/月,北京亿方物业管理有限责任公司,无开发商
蒲黄榆五巷,丰台蒲黄榆,安乐林路蒲黄榆五巷,54318,塔楼/板楼,682户,6栋,暂无信息,暂无信息,暂无信息,房管所代管物业,无开发商
蒲黄榆一里,丰台蒲黄榆,蒲黄榆路蒲黄榆一里,72709,板楼,389户,8栋,暂无信息,暂无信息,0.6元/平米/月,北京京丰物业管理有限责任公司,北京天鸿房地产开发有限责任公司
蒲黄榆十一巷,丰台蒲黄榆,刘家窑路蒲黄榆十一巷,51320,板楼,126户,1栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无开发商
定安东里,丰台蒲黄榆,定安东里,53752,塔楼/板楼,1019户,13栋,暂无信息,暂无信息,0.8至1.2元/平米/月,北京华正物业管理有限公司,北京天鸿房地产开发有限责任公司
蒲黄榆二里,丰台蒲黄榆,蒲黄榆路蒲黄榆二里,56461,塔楼/板楼/塔板结合,1203户,12栋,暂无信息,暂无信息,0.6至2元/平米/月,北京亿方物业管理有限责任公司,北京天鸿房地产开发有限责任公司
万事吉公寓,丰台蒲黄榆,"定安东里18号19号, 定安东里",63547,塔板结合,270户,2栋,暂无信息,暂无信息,1.8至2.8元/平米/月,北京华正物业管理有限公司,北京市供销房地产开发公司
蒲黄榆三里,丰台蒲黄榆,蒲黄榆路蒲黄榆三里,57339,板楼/塔板结合,954户,11栋,暂无信息,暂无信息,1.13至1.16元/平米/月,北京亿方物业管理有限责任公司,北京天鸿置业有限公司
南三环中路15号院,丰台蒲黄榆,南三环中路15号院,56072,塔楼/板楼,962户,7栋,暂无信息,暂无信息,0.5至1.78元/平米/月,北京华体物业管理有限公司,北京城市开发股份有限公司
刘家窑南里,丰台蒲黄榆,刘家窑路刘家窑南里,53877,塔楼/板楼/平房,1881户,28栋,暂无信息,暂无信息,0.6至1.5元/平米/月,北京京丰物业公司,北京首开天鸿集团有限公司
蒲安北里,丰台蒲黄榆,蒲黄榆路蒲安北里,56739,塔楼/板楼/塔板结合,1034户,11栋,暂无信息,暂无信息,0.8至1.89元/平米/月,北京天运中兴物业管理有限公司,北京天鸿置业有限公司
刘家窑北里,丰台蒲黄榆,刘家窑北里,50818,板楼,519户,11栋,暂无信息,暂无信息,0.6元/平米/月,北京豪天鸿物业管理有限公司,北京首开天鸿集团有限公司
景泰东里,东城蒲黄榆,景泰东里,75538,板楼/塔板结合,980户,5栋,暂无信息,暂无信息,0.6至1.92元/平米/月,北京房修一物业管理有限公司,北京嘉业住房股份有限公司
恒松园,丰台蒲黄榆,恒松园小区,47479,塔楼/板楼,845户,7栋,暂无信息,暂无信息,2.77元/平米/月,北京松雷物业管理有限公司,北京城建一建设有限公司
蒲安东里,丰台蒲黄榆,安乐林路蒲安东里,59256,塔楼/板楼/平房,1014户,9栋,暂无信息,暂无信息,1.89至1.9元/平米/月,北京建工物业服务有限公司,北京天鸿置业有限公司
蒲黄榆路,丰台蒲黄榆,蒲黄榆路,57467,塔楼/板楼,876户,8栋,暂无信息,暂无信息,0.1至2.5元/平米/月,房管所代管物业,北京市丰台区城市建设综合开发公司
蒲安西里,丰台蒲黄榆,安乐林路蒲安西里,53145,塔楼/板楼,896户,13栋,暂无信息,暂无信息,0.58至0.8元/平米/月,北京房修一物业管理有限公司,北京天鸿置业有限公司
桃杨路,丰台蒲黄榆,桃杨路,0,平房,3户,3栋,暂无信息,暂无信息,暂无信息,暂无信息,无开发商
小铁匠营,丰台蒲黄榆,小铁匠营97号,53401,板楼,85户,2栋,暂无信息,暂无信息,0.5元/平米/月,街道办事处（委员会）代管物业,北京市第一建筑工程有限公司物业管理分公司
小铁营36号院,丰台蒲黄榆,小铁营36号院,57380,板楼,85户,2栋,暂无信息,暂无信息,0.6元/平米/月,北京智信行物业管理有限公司,国际开发商海沧土地开发有限公司
蒲黄榆二巷,丰台蒲黄榆,安乐林路蒲黄榆二巷,52846,板楼,90户,1栋,暂无信息,暂无信息,0.6元/平米/月,无物业管理服务,无开发商
东铁营街道塔园,丰台蒲黄榆,东铁营街道塔园,0,塔楼,272户,1栋,暂无信息,暂无信息,0.5元/平米/月,北京天波物业管理有限责任公司,暂无信息
东交民巷11号院,东城前门,东交民巷东交民巷11号院,118155,板楼,222户,4栋,暂无信息,暂无信息,2.45元/平米/月,街道办事处（委员会）代管物业,无开发商
正义路10号院,东城前门,正义路10号院,116047,塔楼,104户,1栋,暂无信息,暂无信息,1.15元/平米/月,北京首华物业管理有限公司,无开发商
台基厂三条,东城前门,台基厂大街台基厂三条,116211,板楼,205户,2栋,暂无信息,暂无信息,1元/平米/月,街道办事处（委员会）代管物业,无开发商
前门东大街,东城前门,台基厂大街前门东大街小区,101654,塔楼/板楼,2732户,8栋,暂无信息,暂无信息,0.5至1.5元/平米/月,天岳恒物业管理公司,无开发商
东交民巷13号院,东城前门,台基厂大街东交民巷13号院,144035,塔板结合,135户,2栋,暂无信息,暂无信息,2.79元/平米/月,街道办事处（委员会）代管物业,无开发商
东交民巷21号院,东城前门,台基厂大街东交民巷21号院,125762,板楼,54户,1栋,暂无信息,暂无信息,暂无信息,街道办事处（委员会）代管物业,无开发商
长安俱乐部,东城前门,东长安街10号（北京饭店对面）,0,塔楼,120户,1栋,暂无信息,暂无信息,18元/平米/月,北京富华行物业管理有限公司,北京光华长安大厦有限公司
前门东大街7号,东城前门,前门东大街7号,109481,塔楼,225户,1栋,暂无信息,暂无信息,1.37元/平米/月,北京天岳恒房屋经营管理有限公司,暂无信息
东交民巷32号院,东城前门,正义路东交民巷32号院,105490,塔板结合,254户,1栋,暂无信息,暂无信息,1.77元/平米/月,北京首华物业管理有限公司,无开发商
东交民巷30号院,东城前门,正义路东交民巷30号院,141938,塔板结合,104户,1栋,暂无信息,暂无信息,1.5元/平米/月,街道办事处（委员会）代管物业,无开发商
前门东大街1号,东城前门,前门东大街1号,130942,板楼,90户,1栋,暂无信息,暂无信息,1元/平米/月,北京首华物业管理有限公司,无
校尉营,西城陶然亭,校尉营,226449,平房,19户,6栋,暂无信息,暂无信息,暂无信息,无物业管理服务,无
东经路98号,西城陶然亭,东经路98号,103817,板楼,126户,1栋,暂无信息,暂无信息,1元/平米/月,单位自管物业,北京市宣武区城市建设综合开发总公司
东经路,西城陶然亭,东经路104号,117852,板楼,378户,7栋,暂无信息,暂无信息,暂无信息,街道办事处（委员会）代管物业,北京市宣武区城市建设综合开发总公司
富力信然庭,西城陶然亭,南纬路38号院,162705,板楼,289户,3栋,暂无信息,暂无信息,2.86至6元/平米/月,北京恒富物业管理有限公司,北京富力城房地产开发有限公司
高家寨,西城陶然亭,高家寨胡同,142675,板楼/平房,326户,6栋,暂无信息,暂无信息,0.5元/平米/月,小区物业,无开发公司
经济日报社宿舍,西城陶然亭,虎坊路福州馆前街,130933,板楼,147户,5栋,暂无信息,暂无信息,1.5至1.92元/平米/月,北京中航物业管理有限责任公司,无开发商
耕天下,西城陶然亭,永定门内西大街3号院,123278,板楼,538户,7栋,暂无信息,暂无信息,5.28元/平米/月,北京中商和旭物业管理有限公司,北京诚通房地产开发有限公司
