anzhen1,皇姑坟小区,(朝阳安贞)皇姑坟,67764,17,30天成交0套,7套正在出租,板楼,636户,4栋,20%,2.4,暂无信息,暂无信息,商品房/已购公房/私产,1992年 ,集中供暖,0.55至0.6元/平米/月,"[116.416542,39.978153]","116.417533,39.979119",国典华园南门店国典华园南门店/北京市朝阳区胜古中路甲一号院4号楼400803,首华物业公司,无开发商,https://bj.lianjia.com/xiaoqu/1111027374982/
anzhen1,安贞苑50号院,(东城安贞)安贞苑50号院,108069,7,共92个户型,30天成交0套,板楼,498户,4栋,35%,1.2,暂无信息,暂无信息,商品房/已购公房/私产,1996-2000年 ,集中供暖,1.8元/平米/月,"[116.41545,39.97708]","116.417533,39.979119",国典华园南门店国典华园南门店/北京市朝阳区胜古中路甲一号院4号楼400803,首华物业公司,无开发商,https://bj.lianjia.com/xiaoqu/1111027375691/
anzhen1,安圣苑,(东城安贞)安定路20号院,94318,4,30天成交0套,3套正在出租,塔楼/板楼,264户,2栋,35%,2.8,暂无信息,暂无信息,商品房/已购公房,1986-2000年 ,自采暖,0.6至2元/平米/月,"[116.414899,39.979866]","116.417533,39.979119",国典华园南门店国典华园南门店/北京市朝阳区胜古中路甲一号院4号楼400803,北京宸居物业管理有限责任公司,北京全联房地产开发有限公司,https://bj.lianjia.com/xiaoqu/1111027375654/
anzhen1,大龙公寓,(东城安贞)兴化路6号院,110515,3,30天成交0套,3套正在出租,塔楼,352户,2栋,30%,3,暂无信息,暂无信息,商品房/已购公房/私产,1998-1999年 ,集中供暖,1.98元/平米/月,"[116.419101,39.969829]","116.416757,39.968126",甘水桥店甘水桥店/北京市东城区兴化西里15号楼15 4号,北京万达物业管理中心,无开发公司,https://bj.lianjia.com/xiaoqu/1111027373753/
anzhen1,富仁名苑,(朝阳安贞)胜古北里,87336,10,30天成交1套,12套正在出租,塔楼/塔板结合,1157户,6栋,30%,3.6,暂无信息,暂无信息,商品房/已购公房/央产房/二类经济适用房/私产,1996-2011年 ,集中供暖,2.8元/平米/月,"[116.4201,39.980691]","116.417533,39.979119",国典华园南门店国典华园南门店/北京市朝阳区胜古中路甲一号院4号楼400803,北京安港物业管理有限公司,北京城韵房地产开发有限公司,https://bj.lianjia.com/xiaoqu/1111027374329/
anzhen1,国典华园,(朝阳安贞)安定路12号院,99540,24,30天成交0套,22套正在出租,塔楼/塔板结合,1466户,7栋,35%,3,暂无信息,暂无信息,商品房/私产,2003-2005年 ,集中供暖,2.5元/平米/月,"[116.417395,39.981069]","116.417533,39.979119",国典华园南门店国典华园南门店/北京市朝阳区胜古中路甲一号院4号楼400803,北京市治平物业管理有限责任公司,北京国电房地产开发有限公司,https://bj.lianjia.com/xiaoqu/1111027374537/
anzhen1,胜古誉园,(朝阳安贞)胜古中路甲1号院,0,7,30天成交0套,4套正在出租,塔楼,763户,4栋,30%,3,暂无信息,暂无信息,商品房/一类经济适用房/廉租房,2011-2014年 ,集中供暖/自采暖,3.98元/平米/月,"[116.416748,39.979413]","116.417533,39.979119",国典华园南门店国典华园南门店/北京市朝阳区胜古中路甲一号院4号楼400803,北京房修一物业管理有限公司,北京盛达兴业房地产开发有限公司,https://bj.lianjia.com/xiaoqu/1111047237632/
anzhen1,仟村商务大厦,(朝阳安贞)安贞西里五区,49960,1,30天成交0套,4套正在出租,塔楼,452户,2栋,30%,3,暂无信息,暂无信息,商品房,1994-1998年 ,集中供暖/自采暖,3.5至3.9元/平米/月,"[116.408006,39.977943]","116.405312,39.977324",安贞西里一店安贞西里一店/朝阳区安贞西里四区16号楼1号1幢等2幢,北京裕仟村物业管理有限公司,无开发商,https://bj.lianjia.com/xiaoqu/1111027378791/
anzhen1,和平西街23号院,(朝阳安贞)和平西街青年沟23号院,86838,7,30天成交0套,4套正在出租,塔楼/板楼,510户,4栋,18%,3,暂无信息,暂无信息,商品房/已购公房/央产房/二类经济适用房,1980-1999年 ,集中供暖,1.6元/平米/月,"[116.422965,39.968994]","116.424048,39.96932",天丰利店天丰利店/朝阳区和平里西街21号4幢楼102室,乐都物业公司,北京城建集团,https://bj.lianjia.com/xiaoqu/1111027378882/
anzhen1,深房大厦,(朝阳安贞)安贞西里四区,68822,5,30天成交1套,3套正在出租,塔楼/平房,148户,4栋,30%,4.59,暂无信息,暂无信息,商品房/私产,1997-1998年 ,集中供暖/自采暖,3.6元/平米/月,"[116.405549,39.975629]","116.405312,39.977324",安贞西里一店安贞西里一店/朝阳区安贞西里四区16号楼1号1幢等2幢,北京强佑物业管理有限公司,北京新峰房地产开发经营有限公司,https://bj.lianjia.com/xiaoqu/1111027379201/
anzhen1,胜古中路1号院,(东城安贞)胜古中路1号院,74932,4,共44个户型,30天成交0套,板楼/塔板结合,257户,2栋,30%,2.8,暂无信息,暂无信息,商品房/已购公房,1996-1999年 ,集中供暖,2.06元/平米/月,"[116.417021,39.97634]","116.417533,39.979119",国典华园南门店国典华园南门店/北京市朝阳区胜古中路甲一号院4号楼400803,北京宸居物业管理有限责任公司,北京全联房地产开发有限公司,https://bj.lianjia.com/xiaoqu/1111027379254/
anzhen1,外馆西街,(朝阳安贞)外馆西街,81214,4,30天成交1套,7套正在出租,板楼,174户,4栋,30%,4,暂无信息,暂无信息,商品房/已购公房,1980-1993年 ,集中供暖,0.6元/平米/月,"[116.404387,39.969827]","116.408105,39.973428",安华京客隆店安华京客隆店/北京市朝阳区安华西里一区12号楼1层12 2号06号,单位自管物业,北京住总房地产开发有限责任公司,https://bj.lianjia.com/xiaoqu/1111027380248/
anzhen1,泰利明苑,(朝阳安贞)安定门外大街外馆斜街甲1号,76561,1,30天成交0套,0套正在出租,塔楼,210户,2栋,25%,2.3,暂无信息,暂无信息,商品房/已购公房/使用权,1997年 ,集中供暖,4.2元/平米/月,"[116.41141264191,39.968770017062]","116.413777,39.968581",安外大街店安外大街店/朝阳安华里四区14号楼1 2,北京泰利明苑物业有限公司,北京世纪实业兴业开发有限公司,https://bj.lianjia.com/xiaoqu/1111027379906/
anzhen1,小黄庄前街3号院,(朝阳安贞)小黄庄前街3号院,72478,10,共103个户型,30天成交0套,板楼,353户,6栋,30%,3,暂无信息,暂无信息,商品房/已购公房,1976-1992年 ,集中供暖,0.5元/平米/月,"[116.421864,39.970675]","116.424048,39.96932",天丰利店天丰利店/朝阳区和平里西街21号4幢楼102室,无物业管理服务,无开发商,https://bj.lianjia.com/xiaoqu/1111027380906/
anzhen1,小黄庄前街,(朝阳安贞)小黄庄前街7号,70292,1,共29个户型,30天成交0套,板楼,287户,2栋,30%,1.1,暂无信息,暂无信息,商品房/已购公房,1991-1996年 ,集中供暖,0.8元/平米/月,"[116.420181,39.971161]","116.424599,39.971193",豪威家园B店豪威家园B店/朝阳区和平西苑20号楼c102号,北京乐都物业管理中心,无开发商,https://bj.lianjia.com/xiaoqu/1111027380903/
anzhen1,小黄庄前街13号院,(朝阳安贞)小黄庄前街13号院,68822,13,共143个户型,30天成交0套,塔楼/板楼,466户,5栋,30%,3,暂无信息,暂无信息,商品房/已购公房/央产房,1968-1994年 ,集中供暖,1至1.56元/平米/月,"[116.419405,39.970479]","116.416757,39.968126",甘水桥店甘水桥店/北京市东城区兴化西里15号楼15 4号,首华物业公司,无开发公司,https://bj.lianjia.com/xiaoqu/1111027380904/
anzhen1,小黄庄前街2号院,(朝阳安贞)和平街街道,61758,7,30天成交0套,6套正在出租,板楼,316户,3栋,20%,3,暂无信息,暂无信息,商品房/已购公房/央产房,1992-1993年 ,集中供暖,0.5至1.5元/平米/月,"[116.423188,39.969902]","116.424048,39.96932",天丰利店天丰利店/朝阳区和平里西街21号4幢楼102室,北京乐都物业管理中心,北京城建集团,https://bj.lianjia.com/xiaoqu/1111027380905/
anzhen1,西青年沟,(东城安贞)西青年沟路,107483,3,30天成交0套,6套正在出租,板楼,228户,3栋,30%,2.5,暂无信息,暂无信息,商品房/已购公房/私产,1982-1989年 ,集中供暖,0.5至2元/平米/月,"[116.418876,39.968393]","116.416757,39.968126",甘水桥店甘水桥店/北京市东城区兴化西里15号楼15 4号,首华物业公司,无开发公司,https://bj.lianjia.com/xiaoqu/1111027381096/
anzhen1,兴化路11号院,"(东城安贞)和平街街道, 兴化路11号院内",115360,3,30天成交0套,1套正在出租,塔板结合,96户,1栋,1%,4.8,暂无信息,暂无信息,商品房/已购公房/央产房,1983年 ,集中供暖,1.55元/平米/月,"[116.42013,39.969341]","116.416757,39.968126",甘水桥店甘水桥店/北京市东城区兴化西里15号楼15 4号,北控物业,北京宝成置业有限责任公司,https://bj.lianjia.com/xiaoqu/1111027380839/
anzhen1,兴化路2号院,(朝阳安贞)和平街街道,73581,1,30天成交0套,4套正在出租,板楼,144户,3栋,30%,1.1,暂无信息,暂无信息,商品房/已购公房/央产房,1993年 ,集中供暖,0.81至1.72元/平米/月,"[116.420803,39.969446]","116.424048,39.96932",天丰利店天丰利店/朝阳区和平里西街21号4幢楼102室,北京乐都物业管理中心,北京城建集团,https://bj.lianjia.com/xiaoqu/1111027380843/
anzhen1,小黄庄二区,(东城安贞)小黄庄二区,105451,4,30天成交0套,6套正在出租,板楼/塔板结合,378户,3栋,20%,3,暂无信息,暂无信息,商品房/已购公房/央产房/私产,1994-1996年 ,集中供暖,0.8至1.5元/平米/月,"[116.417993,39.970747]","116.414672,39.971662",安贞店安贞店/东城区安外大街十号 2,北京市燕厦物业管理服务中心,北京城建开发有限公司,https://bj.lianjia.com/xiaoqu/1111027380897/
anzhen1,小黄庄,"(朝阳安贞)和平街街道, 青年沟路, 小黄庄1号, 小黄庄2号, 小黄庄3号, 小黄庄4号",73728,10,30天成交0套,7套正在出租,板楼,268户,4栋,1%,2,暂无信息,暂无信息,商品房/已购公房/央产房/二类经济适用房/私产,1974-1976年 ,集中供暖,0.5至1元/平米/月,"[116.422627,39.968388]","116.424048,39.96932",天丰利店天丰利店/朝阳区和平里西街21号4幢楼102室,无物业管理服务,北京城建集团,https://bj.lianjia.com/xiaoqu/1111027380896/
anzhen1,小黄庄甲8号院,(朝阳安贞)小黄庄路甲8号院,85636,2,30天成交1套,0套正在出租,板楼,140户,2栋,35%,2,暂无信息,暂无信息,商品房/已购公房,1996年 ,集中供暖,1至1.5元/平米/月,"[116.421023,39.970891]","116.424599,39.971193",豪威家园B店豪威家园B店/朝阳区和平西苑20号楼c102号,北京安贞大厦物业管理有限责任公司,无开发商,https://bj.lianjia.com/xiaoqu/1111027380899/
